article_ix,doi,title,abstract,article_topic1,article_topic2,article_data_type
199,10.1017/S0003055411000013,Divide and Conquer or Divide and Concede: How Do States Respond to Internally Divided Separatists?,"Why do states make concessions to some self-determination movements but not others? This article explores the role of the internal characteristics of these movements, demonstrating that their internal structures play a major role in determining which groups get concessions. Using new data on the structure of self-determination movements and the concessions they receive, I evaluate whether states respond to internally divided movements by trying to “divide and conquer” or “divide and concede.” Consistent with the latter approach, I find that internally divided movements receive concessions at a much higher rate than unitary ones and that the more divided the movement is the more likely it is to receive concessions. Yet, concessions to unitary movements appear to work better to settle these disputes. This suggests that states use concessions not only as a tool to resolve disputes, but also as part of the bargaining process.",,,
200,10.1017/S0003055411000098,Hobbes on the Causes of War: A Disagreement Theory,"Hobbesian war primarily arises not because material resources are scarce; or because humans ruthlessly seek survival before all else; or because we are naturally selfish, competitive, or aggressive brutes. Rather, it arises because we are fragile, fearful, impressionable, and psychologically prickly creatures susceptible to ideological manipulation, whose anger can become irrationally inflamed by even trivial slights to our glory. The primary source of war, according to Hobbes, is disagreement, because we read into it the most inflammatory signs of contempt. Both cause and remedy are therefore primarily ideological: The Leviathan's primary function is to settle the meaning of the most controversial words implicated in social life, minimize public disagreement, neutralize glory, magnify the fear of death, and root out subversive doctrines. Managing interstate conflict, in turn, requires not only coercive power, but also the soft power required to shape characters and defuse the effects of status competition.",,,
201,10.1017/S0003055411000128,The Structure of Inequality and the Politics of Redistribution,"Against the current consensus among comparative political economists, we argue that inequality matters for redistributive politics in advanced capitalist societies, but it is the structure of inequality, not the level of inequality, that matters. Our theory posits that middle-income voters will be inclined to ally with low-income voters and support redistributive policies when the distance between the middle and the poor is small relative to the distance between the middle and the rich. We test this proposition with data from 15 to 18 advanced democracies and find that both redistribution and nonelderly social spending increase as the dispersion of earnings in the upper half of the distribution increases relative to the dispersion of earnings in the lower half of the distribution. In addition, we present survey evidence on preferences for redistribution among middle-income voters that is consistent with our theory and regression results indicating that left parties are more likely to participate in government when the structure of inequality is characterized by skew.",,,
202,10.1017/S0003055411000050,Strategic Opposition and Government Cohesion in Westminster Democracies,"Cohesive government-versus-opposition voting is a robust empirical regularity in Westminster democracies. Using new data from the modern Scottish Parliament, we show that this pattern cannot be explained by similarity of preferences within or between the government and opposition ranks. We look at differences in the way that parties operate in Westminster and Holyrood, and use roll call records to show that the observed behavior is unlikely to be determined by preferences on any underlying issue dimension. Using a simple variant of the agenda-setting model—in which members of parliament can commit to their voting strategies—we show that the procedural rules for reaching collective decisions in Westminster systems can explain this phenomenon: in the equilibrium, on some bills, members of the opposition vote against the government irrespective of the proposal. Such strategic opposition can reinforce government cohesiveness and have a moderating effect on policy outcomes. We introduce new data from the House of Lords, the Welsh Assembly, and the Northern Ireland Assembly to distinguish our claims from competing accounts of the data.",,,
203,10.1017/S0003055411000104,"Parties, Coalitions, and the Internal Organization of Legislatures","We present a theory of parties-in-legislatures that can generate partisan policy outcomes despite the absence of any party-imposed voting discipline. Legislators choose all procedures and policies through majority-rule bargaining and cannot commit to vote against their preferences on either. Yet, off-median policy bias occurs in equilibrium because a majority of legislators with correlated preferences has policy-driven incentives to adopt partisan agenda-setting rules—as a consequence, bills reach the floor disproportionately from one side of the ideological spectrum. The model recovers, as special cases, the claims of both partisan and nonpartisan theories in the ongoing debate over the nature of party influence in the U.S. Congress. We show that (1) party influence increases in polarization, and (2) the legislative median controls policy making only when there are no bargaining frictions and no polarization. We discuss the implications of our findings for the theoretical and empirical study of legislatures.",,,
204,10.1017/S0003055411000074,On Partisan Political Justification,"Political justification figures prominently in contemporary political theory, notably in models of deliberative democracy. This article articulates and defends the essential role of partisanship in this process. Four dimensions of justification are examined in detail: the constituency to which political justifications are offered, the circumstances in which they are developed, the ways in which they are made inclusive, and the ways in which they are made persuasive. In each case, the role of partisanship is probed and affirmed. Partisanship, we conclude, is indispensable to the kind of political justification needed to make the exercise of collective authority responsive to normative concerns.",,,
205,10.1017/S0003055411000116,Judicial Review as a Response to Political Posturing,"We use an agency model to analyze the impact of judicial review on the incentives of elected leaders to “posture” by enacting bold but ill-advised policies. We find that judicial review may exacerbate posturing by rescuing leaders from the consequences of unwise policies, but may also discourage posturing by alerting voters to unjustified government action. We further find that judges will defer to the decision of elected leaders unless posturing is sufficiently likely. We then show how judicial review affects voter welfare, both through its effect on policy choice and through its effect on the efficacy of the electoral process in selecting leaders. We also analyze how the desirability of judicial review is affected by characteristics of the leaders and the judges.",,,
206,10.1017/S0003055411000062,Does International Law Promote the Peaceful Settlement of International Disputes? Evidence from the Study of Territorial Conflicts since 1945,"In this article, we explain the role of international law in the resolution of territorial disputes from 1945 to 2000. In doing so, we focus on three outcomes of interest. First, when do states choose to revise the territorial status quo through negotiations instead of force? Second, when are states able to reach a final settlement? Third, when do states prefer a process of legal dispute resolution (i.e., adjudication or arbitration) to bilateral negotiations? To answer these questions, we argue that when the legal principles relevant to the dispute are unambiguous and clearly favor one side, a law-based focal point will emerge. This focal point, in turn, facilitates the settlement process by helping leaders overcome distribution problems, a central obstacle in reaching a final agreement. We find strong and consistent empirical support for our hypotheses regarding international law and peaceful dispute resolution.",,,
207,10.1017/S0003055411000049,Notes from the Editors,"In our most recent issue (November 2010), one thing stood out: The list of referees whom we thanked. Not only were their numbers great (some 1500), they were a veritable “who's who” of our profession, were more international and of more varied perspectives than ever before, and—we have to remind ourselves—none of them received a dime for their services. Almost all of them wrote thorough, careful, and helpful reviews and thus served the community of scholars selflessly. We are often drawn into longer correspondence with them, to explore further points they have raised or to discuss disagreement among referees, and we are all repeatedly impressed by their seriousness, dedication, and openness to contrary views. We also hear again and again from authors—yes, even ones whose articles we turn down—how greatly they have been helped by the referees' comments. We all owe these reviewers a large debt of gratitude; their work is at the core of our scholarly and scientific community.",,,
208,10.1017/S0003055410000584,Do Natural Resources Fuel Authoritarianism? A Reappraisal of the Resource Curse,"A large body of scholarship finds a negative relationship between natural resources and democracy. Extant cross-country regressions, however, assume random effects and are run on panel datasets with relatively short time dimensions. Because natural resource reliance is not an exogenous variable, this is not an effective strategy for uncovering causal relationships. Numerous sources of bias may be driving the results, the most serious of which is omitted variable bias induced by unobserved country-specific and time-invariant heterogeneity. To address these problems, we develop unique historical datasets, employ time-series centric techniques, and operationalize explicitly specified counterfactuals. We test to see if there is a long-run relationship between resource reliance and regime type within countries over time, both on a country-by-country basis and across several different panels. We find that increases in resource reliance are not associated with authoritarianism. In fact, in many specifications we generate results that suggest a resource blessing.",,,
209,10.1017/S0003055410000626,The Tragedy of the Nomenklatura: Career Incentives and Political Radicalism during China's Great Leap Famine,"A salient feature of China's Great Leap Famine is that political radicalism varied enormously across provinces. Using excessive grain procurement as a pertinent measure, we find that such variations were patterned systematically on the political career incentives of Communist Party officials rather than the conventionally assumed ideology or personal idiosyncrasies. Political rank alone can explain 16.83% of the excess death rate: the excess procurement ratio of provinces governed by alternate members of the Central Committee was about 3% higher than in provinces governed by full members, or there was an approximate 1.11‰ increase in the excess death rate. The stronger career incentives of alternate members can be explained by the distinctly greater privileges, status, and power conferred only on the rank of full members of the Central Committee and the “entry barriers” to the Politburo that full members faced.",,,
210,10.1017/S0003055410000523,"Bribes, Lobbying, and Development","When faced with a regulatory constraint, firms can either comply, bribe the regulator to get around the rule, or lobby the government to relax it. We analyze this choice, and its consequences, in a simple dynamic model. In equilibrium, when the level of development is low, firms are more inclined to bend the rule through bribery but they tend to switch to lobbying when the level of development is sufficiently high. Bribery, however, is associated with holdup problems, which discourage firms from investing. If the holdup problems are severe, firms will never invest enough to make lobbying worthwhile. The country may then be stuck in a poverty trap with bribery forever. The model can account for the common perception that bribery is relatively more common in poor countries, whereas lobbying is relatively more common in rich ones.",,,
211,10.1017/S0003055410000614,"Is There a Trade-off between Security and Liberty? Executive Bias, Privacy Protections, and Terrorism Prevention","I develop a game-theoretic model of an interaction between an antiterrorist agency and a terrorist organization to analyze how the probability of a terrorist attack varies when the level of privacy protections changes. I derive two implications. First, privacy and security from terrorism need not be in conflict: when accounting for strategic interactions, reducing privacy protections does not necessarily increase security from terrorism. Second, and more important, the antiterrorist agency will always want less privacy. The very agency whose expertise affords it disproportionate influence on policy making will prefer a reduction in privacy protections even when that reduction harms security from terrorism. The analysis has implications for understanding the relationship between government powers and civil liberties in the context of terrorism prevention and times of emergencies more generally.",,,
212,10.1017/S0003055410000535,Competing on Good Politicians,"Is electoral competition good for political selection? To address this issue, we introduce a theoretical model where ideological parties select and allocate high-valence (experts) and low-valence (party loyalists) candidates into electoral districts. Voters care about a national policy (e.g., party ideology) and the valence of their district's candidates. High-valence candidates are more costly for the parties to recruit. We show that parties compete by selecting and allocating good politicians to the most contestable districts. Empirical evidence on Italian members of parliament confirms this prediction: politicians with higher ex ante quality, measured by years of schooling, previous market income, and local government experience, are more likely to run in contestable districts. Indeed, despite being different on average, politicians belonging to opposite political coalitions converge to high-quality levels in close electoral races. Furthermore, politicians elected in contestable districts have fewer absences in parliament, due to a selection effect more than to reelection incentives.",,,
213,10.1017/S0003055410000602,Toward a Mobilization Conception of Democratic Representation,"This article analyzes what I term “the dilemma of democratic competence,” which emerges when researchers find their expectations regarding democratic responsiveness to be in conflict with their findings regarding the context dependency of individual preferences. I attribute this dilemma to scholars' normative expectations, rather than to deficiencies of mass democratic politics. I propose a mobilization conception of political representation and develop a systemic understanding of reflexivity as the measure of its legitimacy. This article thus contributes to the emergent normative argument that political representation is intrinsic to democratic government, and links that claim to empirical research on political preference formation.",,,
214,10.1017/S0003055410000596,Turning Out to Vote: The Costs of Finding and Getting to the Polling Place,"Could changing the locations of polling places affect the outcome of an election by increasing the costs of voting for some and decreasing them for others? The consolidation of voting precincts in Los Angeles County during California's 2003 gubernatorial recall election provides a natural experiment for studying how changing polling places influences voter turnout. Overall turnout decreased by a substantial 1.85 percentage points: A drop in polling place turnout of 3.03 percentage points was partially offset by an increase in absentee voting of 1.18 percentage points. Both transportation and search costs caused these changes. Although there is no evidence that the Los Angeles Registrar of Voters changed more polling locations for those registered with one party than for those registered with another, the changing of polling places still had a small partisan effect because those registered as Democrats were more sensitive to changes in costs than those registered as Republicans. The effects were small enough to allay worries about significant electoral consequences in this instance (e.g., the partisan effect might be decisive in only about one in two hundred contested House elections), but large enough to make it possible for someone to affect outcomes by more extensive manipulation of polling place locations.",,,
215,10.1017/S000305541000047X,How Large and Long-lasting Are the Persuasive Effects of Televised Campaign Ads? Results from a Randomized Field Experiment,"We report the results of the first large-scale experiment involving paid political advertising. During the opening months of a 2006 gubernatorial campaign, approximately $2 million of television and radio advertising on behalf of the incumbent candidate was deployed experimentally. In each experimental media market, the launch date and volume of television advertising were randomly assigned. In order to gauge movement in public opinion, a tracking poll conducted brief telephone interviews with approximately 1,000 registered voters each day and a brief follow-up one month after the conclusion of the television campaign. Results indicate that televised ads have strong but short-lived effects on voting preferences. The ephemeral nature of these effects is more consistent with psychological models of priming than with models of on-line processing.",,,
216,10.1017/S0003055410000638,"Parties, Pivots, and Policy: The Status Quo Test","Identifying policy status quo locations is a precondition for testing key predictions of many spatial models of legislative politics, but such measures have proved to be extremely difficult to construct. This study applies a novel technique that measures policy locations in relation to legislators’ preferences. The resulting status quo estimates allow for a direct test of the policy consequences predicted by pivotal politics and party cartel theories of legislative politics. The empirical tests indicate that parties interact with pivotal politics to contribute to policy gridlock and shape policy change. By bringing pressure to bear on pivotal politics “pivots” and by blocking policy changes that would “roll” the party, parties increase the range of policies subject to gridlock in the American political system.",,,
217,10.1017/S000305541000050X,"Costly Jobs: Trade-related Layoffs, Government Compensation, and Voting in U.S. Elections","Does globalization's impact on the labor market affect how people vote? I address this question using a new dataset based on plant-level data that measures the impact of foreign competition on the U.S. workforce over an 8-year period. Analyzing change in the president's vote share, I find that voters were substantially more sensitive to the loss of local jobs when it resulted from foreign competition, particularly from offshoring, than to job losses caused by other factors. Yet, I also find that between 2000 and 2004, the anti-incumbent effect of trade-related job losses was smaller in areas where the government certified more of the harmed workers to receive special job training and income assistance. The findings have implications for understanding the impact of international economic integration on voting behavior, as well as for assessing the electoral effect of government programs designed to compensate the losers from globalization.",,,
218,10.1017/S0003055410000511,"Hobbes, Savagery, and International Anarchy","This article argues that Hobbes constructed the sovereignty acknowledged among European states on the supposition of the absence of sovereignty in the New World. The notion of international anarchy found in Hobbes before the twentieth century was not the anarchy of interstate relations later posited by realism, but the anarchy of prepolitical societies outside the ordered system of European states. The modern geography of sovereignty that Hobbes established is demonstrated with reference to the cartographic traditions that informed his representation of the state of nature and the civil state, and to the historical context of the law of nations as it was understood to manage colonial rivalry in the seventeenth century. By constructing savages as absolutely free individuals in the state of nature, he precluded their recognition as free sovereign states. He thus contributed a set of premises to natural jurisprudence that denied indigenous societies statehood and excluded them from the family nations. A sketch of the Hobbesian legacy among theorists of the law of nations and international law is made, showing how his motif of savage anarchy remained central to our conceptualization of the sovereign state within the international realm into the twentieth century.",,,
219,10.1017/S0003055410000559,Coercion and (Global) Justice,"In this article, I develop a new account of the liberal view that principles of justice (in general) are meant to justify state coercion, and consider its implications for the question of global socioeconomic justice (in particular). Although contemporary proponents of this view deny that principles of socioeconomic justice apply globally, on my newly developed account this conclusion is mistaken. I distinguish between two types of coercion, systemic and interactional, and argue that a plausible theory of global justice should contain principles justifying both. The justification of interactional coercion requires principles regulating interstate interference; that of systemic coercion requires principles of global socioeconomic justice. I argue that the proposed view not only helps us make progress in the debate on global justice, but also offers an independently compelling and systematic account of the function and conditions of applicability of justice.",,,
220,10.1017/S0003055410000572,Notes from the Editors,"We present, at the end of this section, the first thorough revision of our “Instructions to Contributors” in some years. The old version had accumulated archeological layers of revision that led to unclarity of meaning and infelicity of style; and it had come to terms in only a marginal way with the changed realities of online submission and digital files. Both problems, we hope, are now substantially corrected. We also include new language on replicability and verifiability, which many readers have urged upon for some time and which, in our view, comports well with the ongoing efforts of the American Political Science Association task force (co-chaired by Arthur Lupia and Colin Elman) on these matters. We have also tried to attune our language, to the extent possible, to that already in place at such journals as the American Journal of Political Science and the Quarterly Journal of Political Science. We welcome comments and criticism, and we of course reserve the right to make further emendations in light of feedback and experience.",,,
221,10.1017/S0003055410000444,When Distance Mattered: Geographic Scale and the Development of European Representative Assemblies,"Scholars investigating European state development have long placed a heavy emphasis on the role played by representative institutions. The presence of an active representative assembly, it is argued, allowed citizens and rulers to contract over raising revenue and accessing credit. It may also have had implications for economic growth. These arguments have in turn been used to draw broad implications about the causal effect of analogous institutions in other places and during other time periods. But if assemblies had such clear efficiency benefits, why did they not become a universal phenomenon in Europe prior to the nineteenth century? I argue that in an era of costly communications and transport, an intensive form of political representative was much easier to sustain in geographically compact polities. This simple fact had important implications for the pattern of European state formation, and it may provide one reason why small states were able to survive despite threats from much larger neighbors. I test several relevant hypotheses using an original data set that provides the first broad view of European representative institutions in the medieval and early modern eras. I combine this with a geographic information system data set of state boundaries and populations in Europe between 1250 and 1750. The results suggest a strong effect of geographic scale on the format of political representation. The broader implication of this result is to provide a reminder that if institutions help solve contracting problems, ultimately, the maintenance of institutions may itself depend on ongoing transactions costs.",,,
222,10.1017/S0003055410000419,Economic versus Cultural Differences: Forms of Ethnic Diversity and Public Goods Provision,"Arguments about how ethnic diversity affects governance typically posit that groups differ from each other in substantively important ways and that these differences make effective governance more difficult. But existing cross-national empirical tests typically use measures of ethnolinguistic fractionalization (ELF) that have no information about substantive differences between groups. This article examines two important ways that groups differ from each other—culturally and economically—and assesses how such differences affect public goods provision. Across 46 countries, the analysis compares existing measures of cultural differences with a new measure that captures economic differences between groups: between-group inequality (BGI). We show that ELF, cultural fractionalization (CF), and BGI measure different things, and that the choice between them has an important impact on our understanding of which countries are most ethnically diverse. Furthermore, empirical tests reveal that BGI has a large, robust, and negative relationship with public goods provision, whereas CF, ELF, and overall inequality do not.",,,
223,10.1017/S0003055410000493,Dynamic Public Opinion: Communication Effects over Time,"We develop an approach to studying public opinion that accounts for how people process competing messages received over the course of a political campaign or policy debate. Instead of focusing on the fixed impact of a message, we emphasize that a message can have variable effects depending on when it is received within a competitive context and how it is evaluated. We test hypotheses about the effect of information processing using data from two experiments that measure changes in public opinion in response to alternative sequences of information. As in past research, we find that competing messages received at the same time neutralize one another. However, when competing messages are separated by days or weeks, most individuals give disproportionate weight to the most recent communication because previous effects decay over time. There are exceptions, though, as people who engage in deliberate processing of information display attitude stability and give disproportionate weight to previous messages. These results show that people typically form significantly different opinions when they receive competing messages over time than when they receive the same messages simultaneously. We conclude by discussing the implications of our findings for understanding the power of communications in contemporary politics.",,,
224,10.1017/S0003055410000481,"Agonistic Homegoing: Frederick Douglass, Joseph Lowery, and the Democratic Value of African American Public Mourning","What does the furor over the “politicization” of Coretta Scott King's funeral reveal about contemporary black mourning practices? What does it reveal about black political thought, rhetoric, and practice? Identifying two key modes of mourning and their concomitant conceptions of democracy, this article situates the funeral within a tradition of self-consciously political responses to loss that played a significant role in abolitionism and the struggle for civil rights. Tracing the tradition's origins, and employing the speeches of Frederick Douglass as an exemplar, it considers the approach's democratic value and the consequences of its failure. Arguing that the response to the King funeral indicates that the tradition is in decline, the article locates causes of this decline in significant changes among the black population and in the complex consequences of the tradition's previous successes. It concludes by considering the decline's potentially negative impact, both for African Americans and for the broader political community.",,,
225,10.1017/S0003055410000420,Coalition-directed Voting in Multiparty Democracies,"Ideology is widely considered to be an important factor in shaping policy outcomes and in influencing election outcomes. We propose a theory of the coalition-directed vote. The argument suggests that voters anticipate the postelection bargains negotiated among potential members of the governing coalition and that these anticipated policy agreements inform their vote choice. Our analysis, based on 86 voter preference surveys from 23 countries and over a 25-year period, confirms that coalition-directed voting occurs with considerable frequency in contexts with multiparty coalition governments.",,,
226,10.1017/S0003055410000407,"Party Affiliation, Partisanship, and Political Beliefs: A Field Experiment","Partisanship is strongly correlated with attitudes and behavior, but it is unclear from this pattern whether partisan identity has a causal effect on political behavior and attitudes. We report the results of a field experiment that investigates the causal effect of party identification. Prior to the February 2008 Connecticut presidential primary, researchers sent a mailing to a random sample of unaffiliated registered voters who, in a pretreatment survey, leaned toward a political party. The mailing informed the subjects that only voters registered with a party were able to participate in the upcoming presidential primary. Subjects were surveyed again in June 2008. Comparing posttreatment survey responses to subjects’ baseline survey responses, we find that those reminded of the need to register with a party were more likely to identify with a party and showed stronger partisanship. Further, we find that the treatment group also demonstrated greater concordance than the control group between their pretreatment latent partisanship and their posttreatment reported voting behavior and intentions and evaluations of partisan figures. Thus, our treatment, which appears to have caused a strengthening of partisan identity, also appears to have caused a shift in subjects’ candidate preferences and evaluations of salient political figures. This finding is consistent with the claim that partisanship is an active force changing how citizens behave in and perceive the political world.",,,
227,10.1017/S0003055410000468,Competition between Specialized Candidates,"Opposing candidates for a political office often differ in their professional backgrounds and previous political experience, leading to both real and perceived differences in political capabilities. We analyze a formal model in which candidates with different productivities in two policy areas compete for voters by choosing how much money or effort they would allocate to each area if elected. The model has a unique equilibrium that differs substantially from the standard median voter model. Although candidates compete for the support of a moderate voter type, this cutoff voter differs from the expected median voter. Moreover, no voter type except the cutoff voter is indifferent between the candidates in equilibrium. The model also predicts that candidates respond to changes in the preferences of voters in a very rigid way. From a welfare perspective, candidates are “excessively moderate”: almost certainly, a majority of voters would prefer that the winning candidate focus more on his or her strength.",,,
228,10.1017/S0003055410000432,Limitation Riders and Congressional Influence over Bureaucratic Policy Decisions,"Limitation riders, which allow the U.S. Congress to forbid agencies from spending money for specific uses, enable congressional majorities to exert greater influence over bureaucratic policy decisions than is appreciated by research on policy making in the United States. I develop a theory of limitation riders, explaining why they lead to policy outcomes that are preferable to a majority of legislators compared to outcomes that would occur if this tool did not exist. I assess this perspective empirically by analyzing the volume of limitation riders reported in bills from 1993 to 2002 and all limitation riders forbidding regulatory actions from 1989 to 2009. In addition to supporting the conclusion that Congress possesses more leverage over agencies’ decisions than is currently appreciated, the findings have implications for advancing theories of delegation.",,,
229,10.1017/S0003055410000377,The President and the Distribution of Federal Spending,"Scholarship on distributive politics focuses almost exclusively on the internal operations of Congress, paying particular attention to committees and majority parties. This article highlights the president, who has extensive opportunities, both ex ante and ex post, to influence the distribution of federal outlays. We analyze two databases that track the geographic spending of nearly every domestic program over a 24-year period—the largest and most comprehensive panels of federal spending patterns ever assembled. Using district and county fixed-effects estimation strategies, we find no evidence of committee influence and mixed evidence that majority party members receive larger shares of federal outlays. We find that districts and counties receive systematically more federal outlays when legislators in the president's party represent them.",,,
230,10.1017/S0003055410000365,Fullness and Dearth: Depth Experience and Democratic Life,"How should inquiry into ethical-political life come to terms with “depth experience?” By this, I mean extraordinary experience that breaks into the familiar frames of meaning and reasoning that undergird everyday life, bringing some sort of transformation or significant solidification of basic commitments or identity. Stated in this abstract fashion, my question is likely to seem rather bewildering or uninteresting for the study of politics. But its potential significance becomes apparent if one mentions George W. Bush and being “born again.” This article speculates more broadly about such experience, expanding the focus beyond theists and “limit” experiences. When one does this, depth experience need not be thought of as anathema to political theory. Rather, I show that it can be cultivated in such a way as to animate an admirable “bearing” on the part of citizens of affluent, late-modern societies and cohere with certain fundamentals of deliberative democracy.",,,
231,10.1017/S0003055410000456,Political Consequences of the Carceral State,"Contact with the criminal justice system is greater today than at any time in our history. In this article, we argue that interactions with criminal justice are an important source of political socialization, in which the lessons that are imprinted are antagonistic to democratic participation and inspire negative orientations toward government. To test this argument, we conduct the first systematic empirical exploration of how criminal justice involvement shapes the citizenship and political voice of a growing swath of Americans. We find that custodial involvement carries with it a substantial civic penalty that is not explained by criminal propensity or socioeconomic differences alone. Given that the carceral state has become a routine site of interaction between government and citizens, institutions of criminal justice have emerged as an important force in defining citizen participation and understandings, with potentially dire consequences for democratic ideals.",,,
232,10.1017/S0003055410000547,"APSR EXTERNAL REVIEWERS, 2009–2010","The American Political Science Review peer review process relies on the professionalism and generosity of those who contribute their time to read and evaluate the work of others. The Co-editors thank the following scholars for serving as manuscript reviewers between September 1, 2009, and August 31, 2010.",,,
233,10.1017/S0003055410000560,INDEX TO VOLUME 104,,,,
234,10.1017/S0003055410000390,Notes from the Editors,"This issue's articles address three broad themes, each of which looms large in present-day political science: (a) revolution, civil war, and nationalism; (b) representation and deliberation; and (c) domestic and international sources of governments' economic policies.",,,
235,10.1017/S0003055410000286,International System and Technologies of Rebellion: How the End of the Cold War Shaped Internal Conflict,"Because they are chiefly domestic conflicts, civil wars have been studied primarily from a perspective stressing domestic factors. We ask, instead, whether (and how) the international system shapes civil wars; we find that it does shape the way in which they are fought—their “technology of rebellion.” After disaggregating civil wars into irregular wars (or insurgencies), conventional wars, and symmetric nonconventional wars, we report a striking decline of irregular wars following the end of the Cold War, a remarkable transformation of internal conflict. Our analysis brings the international system back into the study of internal conflict. It specifies the connection between system polarity and the Cold War on the one hand and domestic warfare on the other hand. It also demonstrates that irregular war is not the paradigmatic mode of civil war as widely believed, but rather is closely associated with the structural characteristics of the Cold War.",,,
236,10.1017/S0003055410000195,"Regime Type, the Fate of Leaders, and War","We propose and test a formal model of war and domestic politics, building on recent evidence on the relationship between regime type, the effect of war on the probability of losing office, and the consequences of losing office. The less the outcome of international interaction affects a leader's tenure and the less punitive are the consequences of losing office, the more a leader is willing to make concessions to strike a peaceful bargain. We demonstrate that our theory successfully predicts war involvement among nondemocratic regime types. Moreover, our theory offers an intuitive explanation for the democratic peace. Compared to nondemocratic leaders, the tenure of democratic leaders depends relatively little on the war outcome, and democratic leaders fare relatively well after losing office. Thus, democratic leaders should be more willing and able to avoid war, especially with other democrats.",,,
237,10.1017/S0003055410000274,Regime Change and Revolutionary Entrepreneurs,"I study how a revolutionary vanguard might use violence to mobilize a mass public. The mechanism is informational—the vanguard uses violence to manipulate population member's beliefs about the level of antigovernment sentiment in society. The model has multiple equilibria, one equilibrium in which there may be revolution and another in which there is certain not to be. In the former, structural factors influence expected mobilization, whereas in the latter they do not. Hence, the model is consistent with structural factors influencing the likelihood of revolution in some societies but not others, offering a partial defense of structural accounts from common critiques. The model also challenges standard arguments about the role of revolutionary vanguards. The model is consistent with vanguard violence facilitating mobilization and even sparking spontaneous uprisings. However, it also predicts selection effects—an active vanguard emerges only in societies that are already coordinated on a participatory equilibrium. Hence, a correlation between vanguard activity and mass mobilization may not constitute evidence for the causal efficacy of vanguards—be it through creating focal points, providing selective incentives, or communicating information.",,,
238,10.1017/S0003055410000249,A Liberal Defense of Black Nationalism,"This article brings together work on liberal political theory and black nationalism in an attempt to both strengthen the case for black nationalism and enrich and extend liberal theory. I begin by arguing that for much of U.S. history, the classical black nationalist case for an independent state finds substantial support in recent liberal theories of secession. In the post–civil rights era, black nationalists in the Black Power movement argued for more limited forms of black autonomy, a position known as “community nationalism.” Community black nationalism makes claims similar to minority nationalist claims for limited self-determination, yet liberal multiculturalists like Will Kymlicka defend the latter while withholding support for black nationalism. I argue that black nationalism raises fundamental issues of justice and that liberal multicultural theory can be extended to support black nationalist claims.",,,
239,10.1017/S0003055410000250,Nodding or Needling: Analyzing Delegate Responsiveness in an Authoritarian Parliament,"Recent scholarship argues that one solution to ensure longevity and economic growth in an authoritarian regime is to co-opt potential opposition by offering them limited policy influence in a national legislature. Although cooptation theory generates a number of predictions for delegate behavior within an authoritarian parliament, the opacity of such regimes has made empirical confirmation difficult. We resolve this problem by exploiting the transcripts of query sessions in the Vietnamese National Assembly, where delegates question the prime minister and Cabinet members on important issues of the day. Using a content analysis of queries, we offer the first empirical test of delegate behavior in nondemocratic parliaments. We find that some delegates exhibit behavior consistent with cooptation theory by actively participating in sessions, demonstrating criticism of authorities, and responding to the needs of local constituents. Such responsiveness, however, is parameterized by regime rules for nominating, electing, and assigning parliamentary responsibilities to individual delegates.",,,
240,10.1017/S0003055410000213,The Conditional Impact of Incumbency on Government Formation,"Previous research on coalition politics has found an “incumbency advantage” in government formation, but it has provided no clear explanation as to why this advantage exists. We classify existing theories as either preference-based or institutions-based explanations for why incumbent coalitions might be likely to form again, and we integrate these explanations into a coherent theoretical argument. We also claim that it is possible, to some extent, to distinguish these explanations empirically by taking into account the “historical context” of coalition bargaining. Using a comprehensive new data set on coalition bargaining in Europe, we show that coalitions, in general, are more likely to form if the parties comprising them have worked together in the recent past, and that incumbent coalitions are more likely to re-form if partners have not experienced a severe public conflict while in office together or suffered a recent setback at the polls. The incumbency advantage disappears completely if partners have become mired in conflict or have lost legislative seats (even after accounting for the impact of seat share on coalition size). Moreover, in certain circumstances, institutional rules that grant incumbents an advantage in coalition bargaining greatly enhance their ability to remain in office.",,,
241,10.1017/S0003055410000316,Leapfrog Representation and Extremism: A Study of American Voters and Their Members in Congress,"We consider the relationship between the preferences of American voters and the preferences of the U.S. legislators who represent them. Using an Internet-based, national opinion survey in conjunction with legislator voting records from the 109th and 110th Congresses, we show that members of Congress are more extreme than their constituents, i.e., that there is a lack of congruence between American voters and members of Congress. We also show that when a congressional legislator is replaced by a new member of the opposite party, one relative extremist is replaced by an opposing extremist. We call this leapfrog representation, a form of representation that leaves moderates with a dearth of representation in Congress. We see evidence of leapfrog representation in states and House districts and in the aggregate as well: the median member of the 109th House was too conservative compared to the median American voter, yet the median of the 110th House was too liberal. Thus, the median American voter was leapfrogged when the 109th House transitioned to the 110th. Although turnover between the 109th and 110th Senates occurred at approximately the same rate as between the 109th and 110th Houses, the Senate appears to be a more moderate institution whose median member does not move as abruptly as that of the House.",,,
