article_ix,doi,title,abstract,article_topic1,article_topic2,article_data_type
333,10.1111/j.1540-5907.2011.00513.x,Diffusion through Democracy,"Many argue that international norms influence government behavior, and that policies diffuse from country to country, because of idea exchanges within elite networks. However, politicians are not free to follow their foreign counterparts, because domestic constituencies constrain them. This article examines how electoral concerns shape diffusion patterns and argues that foreign templates and international organization recommendations can shift voters’ policy positions and produce electoral incentives for politicians to mimic certain foreign models. Experimental individual-level data from the field of family policy illustrates that even U.S. voters shift positions substantially when informed about UN recommendations and foreign countries’ choices. However, voters receive limited information about international developments, biased towards the policy choices of large and proximate countries. Aggregate data on the family policy choices of OECD countries show how voters’ limited information about international models shapes government decisions: governments are disproportionately likely to mimic countries whose news citizens follow, and international organizations are most influential in countries with internationally oriented citizens.",,,
334,10.1111/j.1540-5907.2010.00504.x,Testing the Effects of Independent Judiciaries on the Likelihood of Democratic Backsliding,"We test the efficacy of judicial independence in preventing regime reversals toward authoritarianism. Using a dataset of judicial constraints across 163 different countries from 1960 to 2000, we find that established independent judiciaries prevent regime changes toward authoritarianism across all types of states. Established courts are also capable of thwarting regime collapses in nondemocracies. These results provide some of the first large-n evidence confirming the ability of the judiciary to maintain regime stability. Unfortunately, however, the beneficial effects of court systems seem to take time to develop. The evidence indicates that newly formed courts are positively associated with regime collapses in both democracies and nondemocracies.",,,
335,10.1111/j.1540-5907.2010.00496.x,Self-Ownership vs. Divine Ownership: A Lockean Solution to a Liberal Democratic Dilemma,"While the role of religion in the public life of contemporary liberal democracies constitutes a significant and ongoing topic of debate in political theory, scholars have thus far stopped short of addressing the root of this contentious issue in the apparent contradiction between self-ownership and Divine ownership. I argue that a hitherto unnoticed and persuasive means of resolving this contradiction is implicit in the thought of John Locke. In fact, one of the more controversial issues in recent Lockean scholarship concerns the manner in which Locke's assertions of human self-ownership cohere with his prominent theological commitments. These two sides of Locke's thought may be reconciled, and a potential pathway through the liberal democratic dilemma illumined, by elaborating upon a sophisticated theory of ownership that is implicitly present in Locke's Two Treatises of Government and his An Essay Concerning Human Understanding.",,,
336,10.1111/j.1540-5907.2011.00518.x,Experimental Estimation of Heterogeneous Treatment Effects Related to Self-Selection,"Social scientists widely regard the random-assignment experiment as the gold standard for making causal inferences about the world. We argue that it can be improved. For situations in which self-selection and heterogeneity of treatment effects exist, an alternative experimental design that retains random assignment to treatment or control and supplements it with some self-selection of condition offers a clear advantage. It reveals the average treatment effect while also allowing estimation of the distinct effects of the treatment on those apt and inapt to experience the treatment outside the experimental context.",,,
337,10.1111/j.1540-5907.2011.00553_1.x,Note from the Editor,,,,
338,10.1111/j.1540-5907.2011.00553_2.x,Errata:,,,,
339,10.1111/j.1540-5907.2011.00531.x,An Experimental Investigation of Electoral Delegation and the Provision of Public Goods,"How effectively do democratic institutions provide public goods? Despite the incentives an elected leader has to free ride or impose majority tyranny, our experiment demonstrates that electoral delegation results in full provision of the public good. Analysis of the experimental data suggests that the result is primarily due to electoral selection: groups elect prosocial leaders and replace those who do not implement full contribution outcomes. However, we also observe outcomes in which a minimum winning coalition exploits the contributions of the remaining players. A second experiment demonstrates that when electoral delegation must be endogenously implemented, individuals voluntarily cede authority to an elected agent only when preplay communication is permitted. Our combined results demonstrate that democratic delegation helps groups overcome the free-rider problem and generally leads to outcomes that are often both efficient and equitable.",,,
340,10.1111/j.1540-5907.2011.00528.x,Social Networks as a Shortcut to Correct Voting,"This article reports on a small group experiment studying how the preferences of an individual's social network affect her ability to vote for the candidate who will provide her with the greater benefit on both valence issues and position issues. The research diverges from traditional formal models and experimental studies of social communication by expanding the communication network beyond the dyad. The results suggest that social communication is a useful information shortcut for uninformed independents, but not uninformed partisans. Informed individuals incorporate biased social messages into their candidate evaluations, which results in higher levels of incorrect voting in certain types of networks.",,,
341,10.1111/j.1540-5907.2011.00527.x,The Lengthened Shadow of Another Institution? Ideal Point Estimates for the Executive Branch and Congress,"While the president's relationship to Congress has been carefully studied, the broader executive branch has received far less attention in that context. Scholars rely on assumptions about the relationship between the president and cabinet departments that remain untested. We construct the first statistical portrait of executive branch ideology by estimating ideal points for members of Congress, presidents, and the heads of cabinet-level departments between 1991 and 2004 in a Bayesian framework. We empirically assess claims about the composition of the president's administrative team and the influence of institutions on the ideology of principal executive decision makers. We also test an important claim regarding the trade-off between ideological congruence and budgetary authority to demonstrate the utility of our estimates for other scholars. Our analysis reveals a new picture of the executive branch as ideologically diverse, casting into doubt some essential assumptions in a substantial body of work on the separation of powers.",,,
342,10.1111/j.1540-5907.2011.00526.x,Electoral Selection with Parties and Primaries,"We develop a model of intraparty candidate selection under partisan electoral competition and voter uncertainty. Candidates for office belong to parties, which are factions of ideologically similar candidates. Each party’s candidate for a general election can be selected either by a “centralized” mechanism that effectively randomizes over possible candidates or by voters in a primary election. The electorate cares about ideology and valence, and both primary and general elections may reveal candidate valences. Our main theoretical result is that while primaries raise the expected quality of a party’s candidates, they may hurt the ex ante preferred party in a competitive electorate by increasing the chances of revealing the opposing party’s candidates as superior. Thus, primaries are adopted in relatively extreme districts where a clear favorite party exists. An empirical analysis of the adoption of direct primaries and the competitiveness of primary elections across U.S. states supports these predictions.",,,
343,10.1111/j.1540-5907.2011.00522.x,When Does Negativity Demobilize? Tracing the Conditional Effect of Negative Campaigning on Voter Turnout,"Do negative campaign advertisements affect voter turnout? Existing literature on this topic has produced conflicting empirical results. Some scholars show that negativity is demobilizing. Others show that negativity is mobilizing. Still others show that negativity has no effect on turnout. Relying on the psychology of decision making, this research argues and shows that this empirical stalemate is due to the fact that existing work ignores a crucial factor: the timing of exposure to negativity. Two independent empirical tests trace the conditional effect of negativity. The first test relies on data from the 2004 presidential campaign. The second test considers the effect of negativity over a broader period of time by considering elections 1976 to 2000. Taken together, both tests reinforce that negativity can only demobilize when two conditions are met: (1) a person is exposed to negativity after selecting a preferred candidate and (2) the negativity is about this selected candidate.",,,
344,10.1111/j.1540-5907.2011.00534.x,Translating into Votes: The Electoral Impacts of Spanish-Language Ballots,"This article investigates the impact of one election procedure designed to enfranchise immigrants: foreign-language election materials. Specifically, it uses regression discontinuity design to estimate the turnout and election impacts of Spanish-language assistance provided under Section 203 of the Voting Rights Act. Analyses of two different data sets—the Latino National Survey and California 1998 primary election returns—show that Spanish-language assistance increased turnout for citizens who speak little English. The California results also demonstrate that election procedures can influence outcomes, as support for ending bilingual education dropped markedly in heavily Spanish-speaking neighborhoods with Spanish-language assistance. Small changes in election procedures can influence who votes as well as what wins.",,,
345,10.1111/j.1540-5907.2011.00523.x,The Influence of Foreign Voices on U.S. Public Opinion,"Public opinion in the lead-up to the 2003 Iraq War presents a puzzle. Despite the fact that domestic political elites publicly voiced little opposition to the invasion, large numbers of Americans remained opposed to military action throughout the pre-war period, in contrast to the predictions of existing theory. We argue that some rank-and-file Democrats and independents expressed opposition because of the widely reported antiwar positions staked out by foreign, not domestic, elites. Merging a large-scale content analysis of news coverage with public opinion surveys from August 2002 through March 2003, we show that Democrats and independents—especially those with high levels of political awareness—responded to dissenting arguments articulated in the mass media by foreign officials. Our results, which constitute the first empirical demonstration of foreign elite communication effects on U.S. public opinion, show that scholars must account for the role played by non-U.S. officials in prominent foreign policy debates.",,,
346,10.1111/j.1540-5907.2011.00533.x,How Lasting Is Voter Gratitude? An Analysis of the Short- and Long-Term Electoral Returns to Beneficial Policy,"Dominant theories of electoral behavior emphasize that voters myopically evaluate policy performance and that this shortsightedness may obstruct the welfare-improving effect of democratic accountability. However, we know little about how long governments receive electoral credit for beneficial policies. We exploit the massive policy response to a major natural disaster, the 2002 Elbe flooding in Germany, to provide an upper bound for the short- and long-term electoral returns to targeted policy benefits. We estimate that the flood response increased vote shares for the incumbent party by 7 percentage points in affected areas in the 2002 election. Twenty-five percent of this short-term reward carried over to the 2005 election before the gains vanished in the 2009 election. We conclude that, given favorable circumstances, policy makers can generate voter gratitude that persists longer than scholarship has acknowledged so far, and elaborate on the implications for theories of electoral behavior, democratic accountability, and public policy.",,,
347,10.1111/j.1540-5907.2011.00532.x,Controlling the Airwaves: Incumbency Advantage and Community Radio in Brazil,"Direct influence over communication media is a potent resource during electoral campaigns, and politicians have an incentive to gain control of the airwaves to advance their careers. In this article, we use data on community radio license applications in Brazil to identify both the causal effect of incumbency on politicians’ ability to control the media and the causal effect of media control on their future electoral prospects. Using a regression discontinuity design, we compare city council candidates who barely won or barely lost an election, showing that incumbency more than doubles the probability of an application’s approval by the Ministry of Communications. Next, using genetic matching, we compare candidates who acquired community radio licenses before an election to similar politicians who did not, showing that a radio station substantially increases one’s vote share and probability of victory. These findings demonstrate that media control helps entrench local political power in Brazil.",,,
348,10.1111/j.1540-5907.2011.00529.x,"More Inequality, More Killings: The Maoist Insurgency in Nepal","The hypothesis of inequality as the source of violent conflict is investigated empirically in the context of killings by Nepalese Maoists in their People's War against their government during 1996–2003. The dependent variable is the total number of people killed during that period by Maoist rebels in each of 3,857 villages. Inequality is measured by the Gini, the Esteban-Ray polarization index, and four other between-groups indexes. Using models with district fixed effects, and instrumenting for endogeneity of the inequality measures, we find strong evidence that greater inequality escalated killings by Maoists. Poverty did not necessarily increase violence. Education moderated the effect of inequality on killing, while predominance of farmers and of Nepali speakers exacerbated it. We find evidence that more killings occurred in populous villages, lending support to the idea that violence was directed at expanding the Maoist franchise by demonstrating that opposition to the monarchy and elites in power was possible to achieve.",,,
349,10.1111/j.1540-5907.2011.00535.x,"Exit, Voice, and Cyclicality: A Micrologic of Midterm Effects in European Parliament Elections","Very few theories of democratic elections can claim to overarch the field. One of them that has not been given due regard, I suggest, is Albert Hirschman's Exit, Voice, and Loyalty. I aim to exploit the integrative capacity of this general framework in a model of typical “midterm” effects occurring through the electoral cycle. The model unites such diverse phenomena as antigovernment swings, declining turnout, protest voting, conversion, and alienation. An empirical test with comparative survey data from elections to the European Parliament reveals that the role of strategic voting in the form of voice is limited. Instead, processes of de- and realignment in the form of exit dominate a picture of European Parliament elections beyond the widespread conception of “second-order” irrelevance. More generally, the “cyclical” view on voting behavior suggests systematic links between short-run midterm effects and long-run electoral change.",,,
350,10.1111/j.1540-5907.2011.00520.x,Power within Parties: The Strength of the Local Party and MP Independence in Postcommunist Europe,"This study argues that organizationally stronger local party branches are more powerful within the party than organizationally weaker branches: they can better perform the tasks central to the party, which include communication with, and mobilization of, voters. I further argue that this subunit power should be manifested in the parliamentary behavior and status of MPs: those from districts where the local party organization is strong are more likely (1) to behave independently in parliament and break party unity and (2) to hold leadership positions in parliamentary committees. I find support for these propositions in the analysis of 12 legislatures from four postcommunist democracies—Czech Republic, Estonia, Hungary, and Poland. The results remain robust against various alternative explanations.",,,
351,10.1111/j.1540-5907.2011.00524.x,Who “Wins”? Determining the Party of the Prime Minister,"The prime ministership is the preeminent political post in parliamentary democracies. Yet few studies examine PM party choice, perhaps under the assumption that the choice is a simple function of party size. In this article, we argue that key strategic actors and the context in which government negotiations take place can play a critical role in PM party choice. We test our hypotheses using a mixed logit with random coefficients on an original data set comprising PM selection opportunities in 28 European countries. Our methodological approach allows us to incorporate qualitative concerns about heterogeneity and causal complexity into our analysis. Contrary to conventional wisdom, we find that the largest party is often disadvantaged when it comes to PM party choice, that some presidents play an influential role in choosing the PM, and that the value of being the incumbent depends on one’s performance in office and how the previous government ended.",,,
352,10.1111/j.1540-5907.2011.00530.x,"Proportional Representation, Majoritarian Legislatures, and Coalitional Voting","Voters in elections under plurality rule face relatively straightforward incentives. In proportional representation systems, voters face more complex incentives as electoral outcomes don’t translate as directly into policy outcomes as in plurality rule elections. A common approach is to assume electoral outcomes translate into policy as a vote-weighted average of all party platforms. However, most of the world’s legislatures are majoritarian institutions, and elections in PR systems are generally followed by a process of coalition formation. Results obtained using this assumption are not robust to the introduction of even minimal forms of majoritarianism. Incentives to engage in strategic voting depend on considerations about the coalitions that may form after the election, and the voters’ equilibrium strategies are shaped by policy balancing and the postelectoral coalition bargaining situation, including considerations about who will be appointed the formateur.",,,
353,10.1111/j.1540-5907.2011.00536.x,"Markets, Hierarchies, and Networks: An Agent-Based Organizational Ecology","Markets, hierarchies, and networks are widely understood to be the three primary forms of social organization. In this article, we study the choice between these forms in a general, agent-based model (ABM) of cooperation. The organizational ecology is the product, an emergent property, of the set of choices made by agents contingent on their individual attributes and beliefs about the population of agents. This is one of the first attempts to theorize explicitly the choice between different organizational forms, especially networks and hierarchies, and certainly the first to do so in an ABM. The insights of the model are applied to current research on transnational networks, social capital, and the sources of hierarchy and especially autocracy.",,,
354,10.1111/j.1540-5907.2011.00525.x,The Separation Plot: A New Visual Method for Evaluating the Fit of Binary Models,"We present a visual method for assessing the predictive power of models with binary outcomes. This technique allows the analyst to evaluate model fit based upon the models’ ability to consistently match high-probability predictions to actual occurrences of the event of interest, and low-probability predictions to nonoccurrences of the event of interest. Unlike existing methods for assessing predictive power for logit and probit models such as Percent Correctly Predicted statistics, Brier scores, and the ROC plot, our “separation plot” has the advantage of producing a visual display that is informative and easy to explain to a general audience, while also remaining insensitive to the often arbitrary probability thresholds that are used to distinguish between predicted events and nonevents. We demonstrate the effectiveness of this technique in building predictive models in a number of different areas of political research.",,,
355,10.1111/j.1540-5907.2011.00545.x,Social Welfare as Small-Scale Help: Evolutionary Psychology and the Deservingness Heuristic,"Public opinion concerning social welfare is largely driven by perceptions of recipient deservingness. Extant research has argued that this heuristic is learned from a variety of cultural, institutional, and ideological sources. The present article provides evidence supporting a different view: that the deservingness heuristic is rooted in psychological categories that evolved over the course of human evolution to regulate small-scale exchanges of help. To test predictions made on the basis of this view, a method designed to measure social categorization is embedded in nationally representative surveys conducted in different countries. Across the national- and individual-level differences that extant research has used to explain the heuristic, people categorize welfare recipients on the basis of whether they are lazy or unlucky. This mode of categorization furthermore induces people to think about large-scale welfare politics as its presumed ancestral equivalent: small-scale help giving. The general implications for research on heuristics are discussed.",,,
356,10.1111/j.1540-5907.2011.00560.x,"Biology, Ideology, and Epistemology: How Do We Know Political Attitudes Are Inherited and Why Should We Care?","Evidence that political attitudes and behavior are in part biologically and even genetically instantiated is much discussed in political science of late. Yet the classic twin design, a primary source of evidence on this matter, has been criticized for being biased toward finding genetic influence. In this article, we employ a new data source to test empirically the alternative, exclusively environmental, explanations for ideological similarities between twins. We find little support for these explanations and argue that even if we treat them as wholly correct, they provide reasons for political science to pay more rather than less attention to the biological basis of attitudes and behaviors. Our analysis suggests that the mainstream socialization paradigm for explaining attitudes and behaviors is not necessarily incorrect but is substantively incomplete.",,,
357,10.1111/j.1540-5907.2011.00568.x,Correlation not Causation: The Relationship between Personality Traits and Political Ideologies,"The assumption in the personality and politics literature is that a person's personality motivates them to develop certain political attitudes later in life. This assumption is founded on the simple correlation between the two constructs and the observation that personality traits are genetically influenced and develop in infancy, whereas political preferences develop later in life. Work in psychology, behavioral genetics, and recently political science, however, has demonstrated that political preferences also develop in childhood and are equally influenced by genetic factors. These findings cast doubt on the assumed causal relationship between personality and politics. Here we test the causal relationship between personality traits and political attitudes using a direction of causation structural model on a genetically informative sample. The results suggest that personality traits do not cause people to develop political attitudes; rather, the correlation between the two is a function of an innate common underlying genetic factor.",,,
358,10.1111/j.1540-5907.2011.00541.x,Polarizing Cues,"People categorize themselves and others, creating ingroup and outgroup distinctions. In American politics, parties constitute the in- and outgroups, and party leaders hold sway in articulating party positions. A party leader's endorsement of a policy can be persuasive, inducing co-partisans to take the same position. In contrast, a party leader's endorsement may polarize opinion, inducing out-party identifiers to take a contrary position. Using survey experiments from the 2008 presidential election, I examine whether in- and out-party candidate cues—John McCain and Barack Obama—affected partisan opinion. The results indicate that in-party leader cues do not persuade but that out-party leader cues polarize. This finding holds in an experiment featuring President Bush in which his endorsement did not persuade Republicans but it polarized Democrats. Lastly, I compare the effect of party leader cues to party label cues. The results suggest that politicians, not parties, function as polarizing cues.",,,
359,10.1111/j.1540-5907.2011.00538.x,Policy-Specific Information and Informal Agenda Power,"In Gilligan and Krehbiel's models of procedural choice in legislatures, a committee exerts costly effort to acquire private information about an unknown state of the world. Subsequent work on expertise, delegation, and lobbying has largely followed this approach. In contrast, we develop a model of information as policy valence. We use our model to analyze a procedural choice game, focusing on the effect of transferability, i.e., the extent to which information acquired to implement one policy option can be used to implement a different policy option. We find that when information is transferable, as in Gilligan and Krehbiel's models, closed rules can induce committee specialization. However, when information is policy-specific, open rules are actually superior for inducing specialization. The reason for this surprising result is that a committee lacking formal agenda power has a greater incentive to exercise informal agenda power by exerting costly effort to generate high-valence legislation.",,,
360,10.1111/j.1540-5907.2011.00558.x,"U.S. Treaty Making with American Indians: Institutional Change and Relative Power, 1784–1911","Native Americans are unique among domestic actors in that their relations with the U.S. government involve treaty making, with almost 600 such documents signed between the Revolutionary War and the turn of the twentieth century. We investigate the effect of constitutional changes to the treating process in 1871, by which Congress stripped the president of his ability to negotiate directly with tribes. We construct a comprehensive new data set by digitizing all of the treaties for systematic textual analysis. Employing scaling techniques validated with word-use information, we show that a single dimension characterizes the treaties as more or less “harsh” in land and resource cession terms. We find that specific institutional changes to treaty-making mechanisms had little effect on agreement outcomes. Rather, it is the relative bargaining power of the United States economically and militarily that contributes to worsening terms for Indians over the nineteenth century.",,,
361,10.1111/j.1540-5907.2011.00544.x,The Complications of Controlling Agency Time Discretion: FDA Review Deadlines and Postmarket Drug Safety,"Public agencies have discretion on the time domain, and politicians deploy numerous policy instruments to constrain it. Yet little is known about how administrative procedures that affect timing also affect the quality of agency decisions. We examine whether administrative deadlines shape decision timing and the observed quality of decisions. Using a unique and rich dataset of FDA drug approvals that allows us to examine decision timing and quality, we find that this administrative tool induces a piling of decisions before deadlines, and that these “just-before-deadline” approvals are linked with higher rates of postmarket safety problems (market withdrawals, severe safety warnings, safety alerts). Examination of data from FDA advisory committees suggests that the deadlines may impede quality by impairing late-stage deliberation and agency risk communication. Our results both support and challenge reigning theories about administrative procedures, suggesting they embody expected control-expertise trade-offs, but may also create unanticipated constituency losses.",,,
362,10.1111/j.1540-5907.2011.00546.x,"The Intersection of Redistricting, Race, and Participation","The drawing of congressional district lines can significantly reduce political participation in U.S. House elections, according to recent work. But such studies have failed to explain which citizens’ voting rates are most susceptible to the dislocating effects of redistricting and whether the findings are generalizable to a variety of political contexts. Building on this nascent literature and work on black political participation, we show that redistricting's negative effects on participation—measured by voter roll-off in U.S. House elections—are generally strongest among African Americans, but that black voters can be mobilized when they are redrawn into a black representative's congressional district. Our findings, based on data from 11 postredistricting elections in five states from 1992 through 2006, both expand the empirical scope of previous work and suggest that redistricting plays a previously hidden role in affecting black participation in congressional contests.",,,
363,10.1111/j.1540-5907.2011.00569.x,"Welfare Policymaking and Intersections of Race, Ethnicity, and Gender in U.S. State Legislatures","Welfare policy in the American states has been shaped profoundly by race, ethnicity, and representation. Does gender matter as well? Focusing on state welfare reform in the mid-1990s, we test hypotheses derived from two alternative approaches to incorporating gender into the study of representation and welfare policymaking. An additive approach, which assumes gender and race/ethnicity are distinct and independent, suggests that female state legislators—regardless of race/ethnicity—will mitigate the more restrictive and punitive aspects of welfare reform, much like their African American and Latino counterparts do. In contrast, an intersectional approach, which highlights the overlapping and interdependent nature of gender and race/ethnicity, suggests that legislative women of color will have the strongest countervailing effect on state welfare reform—stronger than that of other women or men of color. Our empirical analyses suggest an intersectional approach yields a more accurate understanding of gender, race/ethnicity, and welfare politics in the states.",,,
364,10.1111/j.1540-5907.2011.00537.x,The Democratic Deficit in the States,"We study how well states translate public opinion into policy. Using national surveys and advances in subnational opinion estimation, we estimate state-level support for 39 policies across eight issue areas, including abortion, law enforcement, health care, and education. We show that policy is highly responsive to policy-specific opinion, even controlling for other influences. But we also uncover a striking “democratic deficit”: policy is congruent with majority will only half the time. The analysis considers the influence of institutions, salience, partisan control of government, and interest groups on the magnitude and ideological direction of this democratic deficit. We find the largest influences to be legislative professionalization, term limits, and issue salience. Partisanship and interest groups affect the ideological balance of incongruence more than the aggregate degree thereof. Finally, policy is overresponsive to ideology and party—leading policy to be polarized relative to state electorates.",,,
365,10.1111/j.1540-5907.2011.00542.x,Who Takes the Blame? The Strategic Effects of Collateral Damage,"Can civilians caught in civil wars reward and punish armed actors for their behavior? If so, do armed actors reap strategic benefits from treating civilians well and pay for treating them poorly? Using precise geo-coded data on violence in Iraq from 2004 through 2009, we show that both sides are punished for the collateral damage they inflict. Coalition killings of civilians predict higher levels of insurgent violence and insurgent killings predict less violence in subsequent periods. This symmetric reaction is tempered by preexisting political preferences; the anti-insurgent reaction is not present in Sunni areas, where the insurgency was most popular, and the anti-Coalition reaction is not present in mixed areas. Our findings have strong policy implications, provide support for the argument that information civilians share with government forces and their allies is a key constraint on insurgent violence, and suggest theories of intrastate violence must account for civilian agency.",,,
366,10.1111/j.1540-5907.2011.00552.x,Effective Foreign Aid Following Civil War: The Nonstrategic-Desperation Hypothesis,"When does aid foster development after civil war? A testable model is needed to account for the uneven outcomes in postconflict development. This article proposes and empirically tests the novel nonstrategic-desperation hypothesis, an explanation based on the varied incentives that fragile postconflict governments face when confronted with donor development goals. Paradoxically, incentives to meet development goals only exist when donors have little strategic interest in the recipients and when recipients lack income from resource rents and are therefore desperate for income. Ten-year data on infant mortality changes following civil wars ending 1970–96 and a variety of robustness checks support the hypothesis. By focusing on how income sources constrain the choices of aid recipients, and how these constraints can provide incentives to meet donor development goals, the nonstrategic-desperation hypothesis explains how the good use of aid can take place following civil war, when institutions are weak.",,,
367,10.1111/j.1540-5907.2011.00540.x,Vote Buying and Social Desirability Bias: Experimental Evidence from Nicaragua,"Qualitative studies of vote buying find the practice to be common in many Latin American countries, but quantitative studies using surveys find little evidence of vote buying. Social desirability bias can account for this discrepancy. We employ a survey-based list experiment to minimize the problem. After the 2008 Nicaraguan municipal elections, we asked about vote-buying behavior by campaigns using a list experiment and the questions traditionally used by studies of vote buying on a nationally representative survey. Our list experiment estimated that 24% of registered voters in Nicaragua were offered a gift or service in exchange for votes, whereas only 2% reported the behavior when asked directly. This detected social desirability bias is nonrandom and analysis based on traditional obtrusive measures of vote buying is unreliable. We also provide systematic evidence that shows the importance of monitoring strategies by parties in determining who is targeted for vote buying.",,,
368,10.1111/j.1540-5907.2011.00555.x,A Statistical Method for Empirical Testing of Competing Theories,"Empirical testing of competing theories lies at the heart of social science research. We demonstrate that a well-known class of statistical models, called finite mixture models, provides an effective way of rival theory testing. In the proposed framework, each observation is assumed to be generated either from a statistical model implied by one of the competing theories or more generally from a weighted combination of multiple statistical models under consideration. Researchers can then estimate the probability that a specific observation is consistent with each rival theory. By modeling this probability with covariates, one can also explore the conditions under which a particular theory applies.We discuss a principled way to identify a list of observations that are statistically significantly consistent with each theory and propose measures of the overall performance of each competing theory. We illustrate the relative advantages of our method over existing methods through empirical and simulation studies.",,,
369,10.1111/j.1540-5907.2011.00539.x,Understanding the Past: Statistical Analysis of Causal Attribution,"Would the third-wave democracies have been democratized without prior modernization? What proportion of the past militarized disputes between nondemocracies would have been prevented had those dyads been democratic? Although political scientists often ask these questions of causal attribution, existing quantitative methods fail to address them. This article proposes an alternative statistical methodology based on the widely accepted counterfactual framework of causal inference. The contribution of this article is threefold. First, it clarifies differences between causal attribution and causal effects by specifying the type of research questions to which each quantity is relevant. Second, it provides a clear resolution of the long-standing methodological debate on “selection on the dependent variable.” Third, the article derives new nonparametric identification results, showing that the complier probability of causal attribution can be identified using an instrumental variable. The proposed framework is illustrated via empirical examples from three subfields of political science.",,,
370,10.1111/j.1540-5907.2011.00543.x,The Product and Difference Fallacies for Indirect Effects,"Political scientists often cite the importance of mechanism-specific causal knowledge, both for its intrinsic scientific value and as a necessity for informed policy. This article explains why two common inferential heuristics for mechanism-specific (i.e., indirect) effects can provide misleading answers, such as sign reversals and false null results, even when linear regressions provide unbiased estimates of constituent effects. Additionally, this article demonstrates that the inferential difficulties associated with indirect effects can be ameliorated with the use of stratification, interaction terms, and the restriction of inference to subpopulations (e.g., the indirect effect on the treated). However, indirect effects are inherently not identifiable—even when randomized experiments are possible. The methodological discussion is illustrated using a study on the indirect effect of Islamic religious tradition on democracy scores (due to the subordination of women).",,,
371,10.1111/j.1540-5907.2011.00573.x,Cognitive Biases and the Strength of Political Arguments,"Competition in political debate is not always sufficient to neutralize the effects of political rhetoric on public opinion. Yet little is known about the factors that shape the persuasiveness of political arguments. In this article, I consider whether cognitive biases influence the perceived strength of political arguments, making some arguments more persuasive than others. Lessons from neurobiology and recent political psychology research on emotion lead to the expectation that individuals are more likely to be persuaded by political arguments that evoke loss aversion via a fearful response—even in the face of a counterargument. Evidence from two experiments corroborates this expectation. I consider the normative implications of these empirical findings and potential avenues for future research.",,,
372,10.1111/j.1540-5907.2011.00561.x,Emotional Substrates of White Racial Attitudes,"A steep decline in biologically based racial animus over the past four decades has not led to a softening of opposition to race-conscious policies such as affirmative action. One explanation for this is that a new racial belief system—referred to as symbolic racism or racial resentment—has replaced “old-fashioned racism.” Another is that nonracial values such as ideology and a preference for small government now drive policy opinions. Our theory suggests that whereas disgust once accompanied ideas about “biologically inferior” groups, anger has become fused to conservative ideas about race in the contemporary period. As a result, anger now serves as the primary emotional trigger of whites’ negative racial attitudes. We experimentally induce disgust, anger, or fear using an apolitical task and find anger is uniquely powerful at boosting opposition to racially redistributive policies among white racial conservatives. Nonracial attitudes such as ideology and small government preference are not activated by any of these negative emotions.",,,
373,10.1111/j.1540-5907.2011.00549.x,It's About Time: The Lifespan of Information Effects in a Multiweek Campaign,"I advance a theoretical and empirical framework that puts time and thus the temporal dynamics of candidate evaluation front and center in order to advance our understanding of the lifespan of information effects while enhancing the external validity of our experimental approaches. With these temporal properties in mind, I designed a “panel experiment” with research conducted over 12 weeks. This represents the first experimental approach to combine control over information exposure with attention to information processing throughout the course of a multiweek campaign. Against the backdrop of partisanship, empirical tests assess the ability of transient exposure to issue and character information to produce effects that endure beyond the moment the information is encountered either via memory-based or on-line processes. Findings reveal a remarkably limited role for enduring information effects and suggest a “rapid displacement” model of information processing where new information quickly displaces the accumulated stockpile of old information.",,,
374,10.1111/j.1540-5907.2011.00548.x,How Trust Matters: The Changing Political Relevance of Political Trust,"Americans most often think about government in terms of its ability to grapple with issues of redistribution and race. However, the September 11 terrorist attacks led to a massive increase in media attention to foreign affairs, which caused people to think about the government in terms of defense and foreign policy. We demonstrate that such changes in issue salience alter the policy preferences that political trust shapes. Specifically, we show that trust did not affect attitudes about the race-targeted programs in 2004 as it usually does, but instead affected a range of foreign policy and national defense preferences. By merging survey data gathered from 1980 through 2004 with data from media content analyses, we show that, more generally, trust's effects on defense and racial policy preferences, respectively, increase as the media focus more attention in these areas and decrease when that attention ebbs.",,,
375,10.1111/j.1540-5907.2011.00564.x,Ethnocentrism as a Short-Term Force in the 2008 American Presidential Election,"Faced with a choice between John McCain and Barack Obama, voters in 2008 were swayed by the familiar play of factors—party identification, policy preferences, and economic conditions—but also, we find, by ethnocentrism, a deep-seated psychological predisposition that partitions the world into ingroups and outgroups—into “us” and “them.” The effect of ethnocentrism was significant and substantial, and it appeared over and above the effects due to partisanship, economic conditions, policy stances, political engagement, and several varieties of conservatism. Two features of Obama were primarily responsible for triggering ethnocentrism in 2008: his race and his imagined Muslim faith. As such, we demonstrate that ethnocentrism was much more important in 2008 than in the four presidential elections immediately preceding 2008, and we show that it was much more important in the actual contest between Senator McCain and Senator Obama than in a hypothetical contest between Senator McCain and Senator Clinton.",,,
