,JEL,abstract,author,doi,journal,pdf_url,publication_date,title,url,year,index
4755,,,"Prat, Andrea",10.1257/0002828054201297,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201297,2005/06,The Wrong Kind of Transparency,https://www.aeaweb.org/articles?id=10.1257/0002828054201297,2005.0,2260
4756,,,"Grimaud, Antoine Faure- Inderst, Roman",10.1257/0002828054201260,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201260,2005/06,Conglomerate Entrenchment under Optimal Financial Contracting,https://www.aeaweb.org/articles?id=10.1257/0002828054201260,2005.0,2261
4757,,,"Saez, Emmanuel Veall, Michael R.",10.1257/0002828054201404,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201404,2005/06,The Evolution of High Incomes in Northern America: Lessons from Canadian Evidence,https://www.aeaweb.org/articles?id=10.1257/0002828054201404,2005.0,2262
4758,,,"Cai, Hongbin Treisman, Daniel",10.1257/0002828054201314,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201314,2005/06,"Does Competition for Capital Discipline Governments? Decentralization, Globalization, and Public Policy",https://www.aeaweb.org/articles?id=10.1257/0002828054201314,2005.0,2263
4759,,,"Montalvo, José G. Reynal-Querol, Marta",10.1257/0002828054201468,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201468,2005/06,"Ethnic Polarization, Potential Conflict, and Civil Wars",https://www.aeaweb.org/articles?id=10.1257/0002828054201468,2005.0,2264
4760,,,"Burgess, Robin Pande, Rohini",10.1257/0002828054201242,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201242,2005/06,Do Rural Banks Matter? Evidence from the Indian Social Banking Experiment,https://www.aeaweb.org/articles?id=10.1257/0002828054201242,2005.0,2265
4761,," This paper shows that price rigidity evolves in an economy populated by imperfectly rational agents who experiment with alternative rules of thumb. In the model, firms must set their prices in face of aggregate demand shocks. Their payoff depends on the level of aggregate demand, as well as on their own price and their ""neighbor's"" price. The latter assumption captures local interactions. Despite the fact that the rational expectations equilibrium (REE) is characterized by a simple pricing rule that firms can easily adopt, the economy does not converge to the REE for all parameter values. When the volatility of monetary innovations is low and interactions among firms are high, the aggregate price level exhibits rigidity, in that it does not fully react to contemporaneous aggregate demand shocks. We discuss the role of the nature of experimentation, and of path dependence driven by interactions, in explaining these results.","Saint-Paul, Gilles",10.1257/0002828054201251,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201251,2005/06,Some Evolutionary Foundations for Price Level Rigidity,https://www.aeaweb.org/articles?id=10.1257/0002828054201251,2005.0,2266
4762,," I develop and estimate a monetary business cycle model with nominal loans and collateral constraints tied to housing values. Demand shocks move housing and nominal prices in the same direction, and are amplified and propagated over time. The financial accelerator is not uniform: nominal debt dampens supply shocks, stabilizing the economy under interest rate control. Structural estimation supports two key model features: collateral effects dramatically improve the response of aggregate demand to housing price shocks; and nominal debt improves the sluggish response of output to inflation surprises. Finally, policy evaluation considers the role of house prices and debt indexation in affecting monetary policy trade-offs.","Iacoviello, Matteo",10.1257/0002828054201477,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201477,2005/06,"House Prices, Borrowing Constraints, and Monetary Policy in the Business Cycle",https://www.aeaweb.org/articles?id=10.1257/0002828054201477,2005.0,2267
4763,," We study good-by-good deviations from the Law-of-One-Price (LOP) for over 1,800 retail goods and services between all European Union (EU) countries for the years 1975, 1980, 1985, and 1990. We find that for each of these years, after we control for differences in income and value-added tax (VAT) rates, there are roughly as many overpriced goods as there are underpriced goods between any two EU countries. We also find that good-by-good measures of cross-sectional price dispersion are negatively related to the tradeability of the good, and positively related to the share of non-traded inputs required to produce the good. We argue that these observations are consistent with a model in which retail goods are produced by combining a traded input with a non-traded input.","Crucini, Mario J. Telmer, Chris I. Zachariadis, Marios",10.1257/0002828054201332,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201332,2005/06,Understanding European Real Exchange Rates,https://www.aeaweb.org/articles?id=10.1257/0002828054201332,2005.0,2268
4764,," Large economies export more in absolute terms than do small economies. We use data on shipments by 126 exporting countries to 59 importing countries in 5,000 product categories to answer the question: How? Do big economies export larger quantities of each good (the intensive margin), a wider set of goods (the extensive margin), or higher-quality goods? We find that the extensive margin accounts for around 60 percent of the greater exports of larger economies. Within categories, richer countries export higher quantities at modestly higher prices. We compare these findings to some workhorse trade models. Models with Armington national product differentiation have no extensive margin, and incorrectly predict lower prices for the exports of larger economies. Models with Krugman firm-level product differentiation do feature a prominent extensive margin, but overpredict the rate at which variety responds to exporter size. Models with quality differentiation, meanwhile, can match the price facts. Finally, models with fixed costs of exporting to a given market might explain the tendency of larger economies to export a given product to more countries.","Hummels, David Klenow, Peter J.",10.1257/0002828054201396,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201396,2005/06,The Variety and Quality of a Nation's Exports,https://www.aeaweb.org/articles?id=10.1257/0002828054201396,2005.0,2269
4765,," Farley W. Grubb's recent papers on the early U.S. monetary system would be important contributions to the common currency area literature were not most of their historical assertions questionable and their key assumption—that the medium of exchange can be inferred from the unit of account— dubious. We contend that after 1781 most Americans eschewed government paper money in favor of full-bodied coins and convertible bank liabilities and that, contrary to Grubb's claim, bankers did not foist the constitutional clause banning state emissions onto an unsuspecting public.","Michener, Ronald W. Wright, Robert E.",10.1257/0002828054201495,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201495,2005/06,"State ""Currencies"" and the Transition to the U.S. Dollar: Clarifying Some Confusions",https://www.aeaweb.org/articles?id=10.1257/0002828054201495,2005.0,2270
4766,," We integrate a widely accepted version of the separation of ownership and control—Michael Jensen's (1986) free cash flow theory—into a dynamic equilibrium model, and study the effect of imperfect corporate control on asset prices and investment. Aggregate free cash flow of the corporate sector is an important state variable in explaining asset prices, investment, and the cyclical behavior of interest rates and the yield curve. The financial friction causes cash-flow shocks to affect investment, and causes otherwise i.i.d. shocks to be transmitted from period to period. The shocks propagate through large firms and during booms.","Dow, James Gorton, Gary Krishnamurthy, Arvind",10.1257/0002828054201422,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201422,2005/06,Equilibrium Investment and Asset Prices under Imperfect Corporate Control,https://www.aeaweb.org/articles?id=10.1257/0002828054201422,2005.0,2271
4767,," To study how a firm can capitalize on a long-term customer relationship, we characterize the optimal contract between a monopolist and a consumer whose preferences follow a Markov process. The optimal contract is nonstationary and has infinite memory, but is described by a simple state variable. Under general conditions, supply converges to the efficient level for any degree of persistence of the types and along any history, though convergence is history-dependent. In contrast, as with constant types, the optimal contract can be renegotiation-proof, even with highly persistent types. These properties provide insights into the optimal ownership structure of the production technology.","Battaglini, Marco",10.1257/0002828054201369,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201369,2005/06,Long-Term Contracting with Markovian Consumers,https://www.aeaweb.org/articles?id=10.1257/0002828054201369,2005.0,2272
4768,," A unifying theme in the literature on organizations such as public bureaucracies and private nonprofits is the importance of mission, as opposed to profit, as an organizational goal. Such mission-oriented organizations are frequently staffed by motivated agents who subscribe to the mission. This paper studies incentives in such contexts and emphasizes the role of matching the mission preferences of principals and agents in increasing organizational efficiency. Matching economizes on the need for high-powered incentives. It can also, however, entrench bureaucratic conservatism and resistance to innovations. The framework developed in this paper is applied to school competition, incentives in the public sector and in private nonprofits, and the interdependence of incentives and productivity between the private for-profit sector and the mission-oriented sector through occupational choice.","Besley, Timothy Ghatak, Maitreesh",10.1257/0002828054201413,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201413,2005/06,Competition and Incentives with Motivated Agents,https://www.aeaweb.org/articles?id=10.1257/0002828054201413,2005.0,2273
4769,," We model an international union as a group of countries deciding to centralize the provision of public goods, or policies, that generate externalities across union members. The trade-off between the benefits of coordination and the loss of independent policymaking endogenously determines size, composition, and scope of the union. Policy uniformity reduces the size of the union, may block the entry of new members, and induces excessive centralization. We study flexible rules with nonuniform policies that reduce these inefficiencies, focusing particularly on arrangements that are relevant to the ongoing debate on the institutional structure of the European Union.","Alesina, Alberto Angeloni, Ignazio Etro, Federico",10.1257/0002828054201279,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201279,2005/06,International Unions,https://www.aeaweb.org/articles?id=10.1257/0002828054201279,2005.0,2274
4770,," This paper develops a model where reductions in mortality are the main force behind economic development. The model generates a pattern of changes similar to the demographic transition, where gains in life expectancy at birth are followed by reductions in fertility and increases in the rate of human capital accumulation. The onset of the transition is characterized by a critical level of life expectancy at birth, which marks the movement of the economy from a Malthusian equilibrium to an equilibrium with investments in human capital and the possibility of long-run growth.","Soares, Rodrigo R.",10.1257/0002828054201486,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201486,2005/06,"Mortality Reductions, Educational Attainment, and Fertility Choice",https://www.aeaweb.org/articles?id=10.1257/0002828054201486,2005.0,2275
4771,," The rise of Western Europe after 1500 is due largely to growth in countries with access to the Atlantic Ocean and with substantial trade with the New World, Africa, and Asia via the Atlantic. This trade and the associated colonialism affected Europe not only directly, but also indirectly by inducing institutional change. Where ""initial"" political institutions (those established before 1500) placed significant checks on the monarchy, the growth of Atlantic trade strengthened merchant groups by constraining the power of the monarchy, and helped merchants obtain changes in institutions to protect property rights. These changes were central to subsequent economic growth.","Acemoglu, Daron Johnson, Simon Robinson, James",10.1257/0002828054201305,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201305,2005/06,"The Rise of Europe: Atlantic Trade, Institutional Change, and Economic Growth",https://www.aeaweb.org/articles?id=10.1257/0002828054201305,2005.0,2276
4772,," We conduct experiments to explore the possibility that subject misconceptions, as opposed to a particular theory of preferences referred to as the ""endowment effect,"" account for reported gaps between willingness to pay (""WTP"") and willingness to accept (""WTA""). The literature reveals two important facts. First, there is no consensus regarding the nature or robustness of WTP-WTA gaps. Second, while experimenters are careful to control for subject misconceptions, there is no consensus about the fundamental properties of misconceptions or how to avoid them. Instead, by implementing different types of experimental controls, experimenters have revealed notions of how misconceptions arise. Experimenters have applied these controls separately or in different combinations. Such controls include ensuring subject anonymity, using incentive-compatible elicitation mechanisms, and providing subjects with practice and training on the elicitation mechanism before employing it to measure valuations. The pattern of results reported in the literature suggests that the widely differing reports of WTP-WTA gaps could be due to an incomplete science regarding subject misconceptions. We implement a ""revealed theory"" methodology to compensate for the lack of a theory of misconceptions. Theories implicit in experimental procedures found in the literature are at the heart of our experimental design. Thus, our approach to addressing subject misconceptions reflects an attempt to control simultaneously for all dimensions of concern over possible subject misconceptions found in the literature. To this end, our procedures modify the Becker-DeGroot-Marschak mechanism used in previous studies to elicit values. In addition, our procedures supplement commonly used procedures by providing extensive training on the elicitation mechanism before subjects provide WTP and WTA responses. Experiments were conducted using both lotteries and mugs, goods frequently used in endowment effect experiments. Using the modified procedures, we observe no gap between WTA and WTP. Therefore, our results call into question the interpretation of observed gaps as evidence of loss aversion or prospect theory. Further evidence is required before convincing interpretations of observed gaps can be advanced.","Plott, Charles R. Zeiler, Kathryn",10.1257/0002828054201387,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201387,2005/06,"The Willingness to Pay-Willingness to Accept Gap, the ""Endowment Effect,"" Subject Misconceptions, and Experimental Procedures for Eliciting Valuations",https://www.aeaweb.org/articles?id=10.1257/0002828054201387,2005.0,2277
4773,," We show that extrinsic or nonfundamental uncertainty influences markets in a controlled environment. This work provides the first direct evidence of sunspot equilibria. These equilibria require a common understanding of the semantics of the sunspot variable, and they appear to be sensitive to the flow of information. Sunspots always occur in a closed-book call market, but they happen only occasionally in a double auction, where inframarginal bids and offers are observable.","Duffy, John Fisher, Eric O'N.",10.1257/0002828054201350,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201350,2005/06,Sunspots in the Laboratory,https://www.aeaweb.org/articles?id=10.1257/0002828054201350,2005.0,2278
4774,," We compare individuals with two-person teams in signaling game experiments. Teams consistently play more strategically than individuals and generate positive synergies in more difficult games, beating a demanding ""truth-wins"" norm. The superior performance of teams is most striking following changes in payoffs that change the equilibrium outcome. Individuals play less strategically following the change in payoffs than inexperienced subjects playing the same game. In contrast, the teams exhibit positive learning transfer, playing more strategically following the change than inexperienced subjects. Dialogues between teammates are used to identify factors promoting strategic play.","Cooper, David J. Kagel, John H.",10.1257/0002828054201431,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201431,2005/06,Are Two Heads Better Than One? Team versus Individual Play in Signaling Games,https://www.aeaweb.org/articles?id=10.1257/0002828054201431,2005.0,2279
4775,,,,10.1257/0002828054201341,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/0002828054201341,2005/06,William Allen Brock,https://www.aeaweb.org/articles?id=10.1257/0002828054201341,2005.0,2280
4776,,,,10.1257/000282805774669592,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669592,2005/05,Representative to the International Economic Association,https://www.aeaweb.org/articles?id=10.1257/000282805774669592,2005.0,2281
4777,,,,10.1257/000282805774670239,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670239,2005/05,Committee on the Status of Women in the Economics Profession,https://www.aeaweb.org/articles?id=10.1257/000282805774670239,2005.0,2282
4778,,,,10.1257/000282805774670202,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670202,2005/05,Director Job Openings for Economists,https://www.aeaweb.org/articles?id=10.1257/000282805774670202,2005.0,2283
4779,,,,10.1257/000282805774669970,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669970,2005/05,Committee on Economic Education,https://www.aeaweb.org/articles?id=10.1257/000282805774669970,2005.0,2284
4780,,,,10.1257/000282805774669682,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669682,2005/05,Search Committee for the Editor of the AER,https://www.aeaweb.org/articles?id=10.1257/000282805774669682,2005.0,2285
4781,,,,10.1257/000282805774670338,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670338,2005/05,Editor Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/000282805774670338,2005.0,2286
4782,,,,10.1257/000282805774669826,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669826,2005/05,Editor Journal of Economic Literature,https://www.aeaweb.org/articles?id=10.1257/000282805774669826,2005.0,2287
4783,,,,10.1257/000282805774670473,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670473,2005/05,"Editor, American Economic Review",https://www.aeaweb.org/articles?id=10.1257/000282805774670473,2005.0,2288
4784,,,,10.1257/000282805774670400,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670400,2005/05,Finance Committee,https://www.aeaweb.org/articles?id=10.1257/000282805774670400,2005.0,2289
4785,,,,10.1257/000282805774669745,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669745,2005/05,Treasurer,https://www.aeaweb.org/articles?id=10.1257/000282805774669745,2005.0,2290
4786,,,,10.1257/000282805774670491,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670491,2005/05,Secretary,https://www.aeaweb.org/articles?id=10.1257/000282805774670491,2005.0,2291
4787,,,,10.1257/000282805774670301,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670301,2005/05,Minutes of the Executive Committee Meetings,https://www.aeaweb.org/articles?id=10.1257/000282805774670301,2005.0,2292
4788,,,,10.1257/000282805774669862,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669862,2005/05,Information on the Association,https://www.aeaweb.org/articles?id=10.1257/000282805774669862,2005.0,2293
4789,,,"McCabe, Mark J. Snyder, Christopher M.",10.1257/000282805774670112,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670112,2005/05,Open Access and Academic Journal Quality,https://www.aeaweb.org/articles?id=10.1257/000282805774670112,2005.0,2294
4790,,,,10.1257/000282805774669835,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669835,2005/05,Minutes of the Annual Meeting,https://www.aeaweb.org/articles?id=10.1257/000282805774669835,2005.0,2295
4791,,,"Nevo, Aviv Rubinfeld, Daniel L. McCabe, Mark",10.1257/000282805774670347,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670347,2005/05,Academic Journal Pricing and the Demand of Libraries,https://www.aeaweb.org/articles?id=10.1257/000282805774670347,2005.0,2296
4792,,,"Edlin, Aaron S. Rubinfeld, Daniel L.",10.1257/000282805774669565,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669565,2005/05,The Bundling of Academic Journals,https://www.aeaweb.org/articles?id=10.1257/000282805774669565,2005.0,2297
4793,,,"Page, Benjamin R.",10.1257/000282805774670374,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670374,2005/05,CBO's Analysis of the Macroeconomic Effects of the President's Budget,https://www.aeaweb.org/articles?id=10.1257/000282805774670374,2005.0,2298
4794,,,"Altshuler, Rosanne Bull, Nicholas Diamond, John Dowd, Tim Moomau, Pamela",10.1257/000282805774669754,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669754,2005/05,The Role of Dynamic Scoring in the Federal Budget Process: Closing the Gap between Theory and Practice,https://www.aeaweb.org/articles?id=10.1257/000282805774669754,2005.0,2299
4795,,,"Carroll, Robert Hrung, Warren",10.1257/000282805774670004,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670004,2005/05,What Does the Taxable Income Elasticity Say About Dynamic Responses to Tax Changes?,https://www.aeaweb.org/articles?id=10.1257/000282805774670004,2005.0,2300
4796,,,"Auerbach, Alan J.",10.1257/000282805774670275,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670275,2005/05,Dynamic Scoring: An Introduction to the Issues,https://www.aeaweb.org/articles?id=10.1257/000282805774670275,2005.0,2301
4797,,,"Diebold, Francis X. Piazzesi, Monika Rudebusch, Glenn D.",10.1257/000282805774670194,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670194,2005/05,Modeling Bond Yields in Finance and Macroeconomics,https://www.aeaweb.org/articles?id=10.1257/000282805774670194,2005.0,2302
4798,,,"Bulow, Jeremy Rogoff, Kenneth",10.1257/000282805774669727,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669727,2005/05,Grants versus Loans for Development Banks,https://www.aeaweb.org/articles?id=10.1257/000282805774669727,2005.0,2303
4799,,,"Andersen, Torben G. Bollerslev, Tim Diebold, Francis X. Wu, Jin",10.1257/000282805774669574,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669574,2005/05,A Framework for Exploring the Macroeconomic Determinants of Systematic Risk,https://www.aeaweb.org/articles?id=10.1257/000282805774669574,2005.0,2304
4800,,,"Evans, Martin D. D. Lyons, Richard K.",10.1257/000282805774669934,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669934,2005/05,Meese-Rogoff Redux: Micro-Based Exchange-Rate Forecasting,https://www.aeaweb.org/articles?id=10.1257/000282805774669934,2005.0,2305
4801,,,"Wright, Mark L. J.",10.1257/000282805774670437,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670437,2005/05,Coordinating Creditors,https://www.aeaweb.org/articles?id=10.1257/000282805774670437,2005.0,2306
4802,,,"Chari V. V. Kehoe, Patrick J. McGrattan, Ellen R.",10.1257/000282805774670013,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670013,2005/05,Sudden Stops and Output Drops,https://www.aeaweb.org/articles?id=10.1257/000282805774670013,2005.0,2307
4803,C78 I11,,"Roth, Alvin E. Sönmez, Tayfun Utku Ünver M.",10.1257/000282805774669989,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669989,2005/05,A Kidney Exchange Clearinghouse in New England,https://www.aeaweb.org/articles?id=10.1257/000282805774669989,2005.0,2308
4804,C78 I11 J41,,"Niederle, Muriel Roth, Alvin E.",10.1257/000282805774669691,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669691,2005/05,The Gastroenterology Fellowship Market: Should There Be a Match?,https://www.aeaweb.org/articles?id=10.1257/000282805774669691,2005.0,2309
4805,,,"Abdulkadiroğlu, Atila Pathak, Parag A. Roth, Alvin E. Sönmez, Tayfun",10.1257/000282805774669637,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669637,2005/05,The Boston Public School Match,https://www.aeaweb.org/articles?id=10.1257/000282805774669637,2005.0,2310
4806,,,"Zak, Paul J. Borja, Karla Matzner, William T. Kurzban, Robert",10.1257/000282805774669709,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669709,2005/05,The Neuroeconomics of Distrust: Sex Differences in Behavior and Physiology,https://www.aeaweb.org/articles?id=10.1257/000282805774669709,2005.0,2311
4807,,,"Fehr, Ernst Fischbacher, Urs Kosfeld, Michael",10.1257/000282805774669736,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669736,2005/05,Neuroeconomic Foundations of Trust and Social Preferences: Initial Evidence,https://www.aeaweb.org/articles?id=10.1257/000282805774669736,2005.0,2312
4808,,,"Lo, Andrew W. Repin, Dmitry V. Steenbarger, Brett N.",10.1257/000282805774670095,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670095,2005/05,Fear and Greed in Financial Markets: A Clinical Study of Day-Traders,https://www.aeaweb.org/articles?id=10.1257/000282805774670095,2005.0,2313
4809,,,"Singer, Tania Fehr, Ernst",10.1257/000282805774670103,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670103,2005/05,The Neuroeconomics of Mind Reading and Empathy,https://www.aeaweb.org/articles?id=10.1257/000282805774670103,2005.0,2314
4810,,,"Abdulkadiroğlu, Atila Pathak, Parag A. Roth, Alvin E.",10.1257/000282805774670167,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670167,2005/05,The New York City High School Match,https://www.aeaweb.org/articles?id=10.1257/000282805774670167,2005.0,2315
4811,,,"Green, Richard K. Malpezzi, Stephen Mayo, Stephen K.",10.1257/000282805774670077,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670077,2005/05,"Metropolitan-Specific Estimates of the Price Elasticity of Supply of Housing, and Their Sources",https://www.aeaweb.org/articles?id=10.1257/000282805774670077,2005.0,2316
4812,,,"Glaeser, Edward L. Gyourko, Joseph Saks, Raven E.",10.1257/000282805774669961,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669961,2005/05,Why Have Housing Prices Gone Up?,https://www.aeaweb.org/articles?id=10.1257/000282805774669961,2005.0,2317
4813,,,"Quigley, John M. Raphael, Steven",10.1257/000282805774670293,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670293,2005/05,Regulation and the High Cost of Housing in California,https://www.aeaweb.org/articles?id=10.1257/000282805774670293,2005.0,2318
4814,,,"Connolly, Michelle Valderrama, Diego",10.1257/000282805774670022,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670022,2005/05,Implications of Intellectual Property Rights for Dynamic Gains from Trade,https://www.aeaweb.org/articles?id=10.1257/000282805774670022,2005.0,2319
4815,,,"Pabilonia, Sabrina Wulff Zoghi, Cindy",10.1257/000282805774670509,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670509,2005/05,Returning to the Returns to Computer Use,https://www.aeaweb.org/articles?id=10.1257/000282805774670509,2005.0,2320
4816,,,"Ihrig, Jane",10.1257/000282805774669664,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669664,2005/05,The Influence of Technology on Foreign Direct Investment,https://www.aeaweb.org/articles?id=10.1257/000282805774669664,2005.0,2321
4817,,,"Fullerton, Don Gan, Li",10.1257/000282805774669583,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669583,2005/05,Cost-Effective Policies to Reduce Vehicle Emissions,https://www.aeaweb.org/articles?id=10.1257/000282805774669583,2005.0,2322
4818,,,"Aizcorbe, Ana",10.1257/000282805774669655,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669655,2005/05,"Moore's Law, Competition, and Intel's Productivity in the Mid-1990s",https://www.aeaweb.org/articles?id=10.1257/000282805774669655,2005.0,2323
4819,,,"West, Sarah E. Williams III, Roberton C.",10.1257/000282805774669673,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669673,2005/05,The Cost of Reducing Gasoline Consumption,https://www.aeaweb.org/articles?id=10.1257/000282805774669673,2005.0,2324
4820,,,"Parry, Ian W. H.",10.1257/000282805774670482,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670482,2005/05,Is Pay-as-You-Drive Insurance a Better Way to Reduce Gasoline than Gasoline Taxes?,https://www.aeaweb.org/articles?id=10.1257/000282805774670482,2005.0,2325
4821,,,"Bento, Antonio M. Goulder, Lawrence H. Henry, Emeric Jacobsen, Mark R. von Haefen, Roger H.",10.1257/000282805774670536,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670536,2005/05,Distributional and Efficiency Impacts of Gasoline Taxes: An Econometrically Based Multi-market Study,https://www.aeaweb.org/articles?id=10.1257/000282805774670536,2005.0,2326
4822,,,"Cook, Philip J. Ostermann, Jan Sloan, Frank A.",10.1257/000282805774670419,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670419,2005/05,The Net Effect of an Alcohol Tax Increase on Death Rates in Middle Age,https://www.aeaweb.org/articles?id=10.1257/000282805774670419,2005.0,2327
4823,,,"Kenkel, Donald S.",10.1257/000282805774670284,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670284,2005/05,Are Alcohol Tax Hikes Fully Passed Through to Prices? Evidence from Alaska,https://www.aeaweb.org/articles?id=10.1257/000282805774670284,2005.0,2328
4824,,,"Carpenter, Christopher S.",10.1257/000282805774670220,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670220,2005/05,Heavy Alcohol Use and the Commission of Nuisance Crime: Evidence from Underage Drunk Driving Laws,https://www.aeaweb.org/articles?id=10.1257/000282805774670220,2005.0,2329
4825,,,"Markowitz, Sara Kaestner, Robert Grossman, Michael",10.1257/000282805774669899,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669899,2005/05,An Investigation of the Effects of Alcohol Consumption and Alcohol Policies on Youth Risky Sexual Behaviors,https://www.aeaweb.org/articles?id=10.1257/000282805774669899,2005.0,2330
4826,,,"Almond, Douglas Mazumder, Bhashkar",10.1257/000282805774669943,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774669943,2005/05,The 1918 Influenza Pandemic and Subsequent Health Outcomes: An Analysis of SIPP Data,https://www.aeaweb.org/articles?id=10.1257/000282805774669943,2005.0,2331
4827,,,"Lakdawalla, Darius Philipson, Tomas Bhattacharya, Jay",10.1257/000282805774670266,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/000282805774670266,2005/05,Welfare-Enhancing Technological Change and the Growth of Obesity,https://www.aeaweb.org/articles?id=10.1257/000282805774670266,2005.0,2332
