,abstract,author,doi,journal,pdf_url,publication_date,title,url,year,index
416,"<p>The conventional wisdom that homeownership is very risky ignores the fact that the alternative, renting, is also risky. Owning a house provides a hedge against fluctuations in housing costs, but in turn introduces asset price risk. In a simple model of tenure choice with endogenous house prices, we show that the <em>net</em> risk of owning declines with a household's expected horizon in its house and with the correlation in housing costs in future locations. Empirically, we find that both house prices, relative to rents, and the probability of homeownership increase with net rent risk.</p>","Sinai, Todd Souleles, Nicholas S.",10.1093/qje/120.2.763,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/120/2/763/5449046/120-2-763.pdf,2005/05/01,Owner-Occupied Housing as a Hedge Against Rent Risk,https://academic.oup.com/qje/article/120/2/763/1933972/Owner-Occupied-Housing-as-a-Hedge-Against-Rent,2005,173
417,"<p>In this paper we examine the role of social security in an economy populated by overlapping generations of individuals with time-inconsistent preferences who face mortality risk, individual income risk, and borrowing constraints. We find that unfunded social security lowers the capital stock, output, and consumption for consumers with time-consistent or time-inconsistent preferences. However, it may raise or lower welfare depending on the strength of time inconsistency.</p>","İmrohoroğlu, Ayşe İmrohoroğlu, Selahattin Joines, Douglas H.",10.1162/003355303321675509,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/2/745/5364260/118-2-745.pdf,2003/05/01,Time-Inconsistent Preferences and Social Security,https://academic.oup.com/qje/article/118/2/745/1899606/Time-Inconsistent-Preferences-and-Social-Security,2003,174
418,"<p>The 1981–1982 recession induced substantial variation across sites in air pollution reductions. This is used to estimate the impact of total suspended particulates (TSPs) on infant mortality. We find that a 1-percent reduction in TSPs results in a 0.35 percent decline in the infant mortality rate at the county level, implying that 2500 fewer infants died from 1980–1982 than would have in the absence of the TSPs reductions. Most of these effects are driven by fewer deaths occurring within one month of birth, suggesting that fetal exposure is a potential pathophysiologic mechanism. The analysis also reveals nonlinear effects of TSPs pollution and greater sensitivity of black infant mortality at the county level. Importantly, the estimates are stable across a variety of specifications.</p>","Chay, Kenneth Y. Greenstone, Michael",10.1162/00335530360698513,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/3/1121/5472903/118-3-1121.pdf,2003/08/01,The Impact of Air Pollution on Infant Mortality: Evidence from Geographic Variation in Pollution Shocks Induced by a Recession,https://academic.oup.com/qje/article/118/3/1121/1942999/The-Impact-of-Air-Pollution-on-Infant-Mortality,2003,175
421,"<p>This study develops theory and uses a door-to-door fund-raising field experiment to explore the economics of charity. We approached nearly 5000 households, randomly divided into four experimental treatments, to shed light on key issues on the demand side of charitable fund-raising. Empirical results are in line with our theory: in gross terms, the lotteries raised more money than the voluntary contributions treatments. Interestingly, in terms of both maximizing current contributions and inducing participation, we find that a one-standard deviation increase in female solicitor physical attractiveness is similar to that ofthe lottery incentive.</p>","Landry, Craig E. Lange, Andreas List, John A. Price, Michael K. Rupp, Nicholas G.",10.1162/qjec.2006.121.2.747,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/2/747/5324484/121-2-747.pdf,2006/05/01,Toward an Understanding of the Economics of Charity: Evidence from a Field Experiment,https://academic.oup.com/qje/article/121/2/747/1884044/Toward-an-Understanding-of-the-Economics-of,2006,176
423,"<p>Recent HIV treatment breakthroughs have lowered HIV mortality in the United States, but have also coincided with increased HIV incidence. We argue that these trends are causally linked, because new treatments have improved health and survival for the HIV +, increased their sexual activity, and thus facilitated HIV's spread. Using variation in state-level Medicaid eligibility rules as an instrument for HIV treatment, we find that treating HIV + individuals more than doubles their number of sex partners. A change of this magnitude would increase infection risk by at least 44 percent for the HIV-negative and likely have lowered their expected welfare.</p>","Lakdawalla, Darius Sood, Neeraj Goldman, Dana",10.1162/qjec.121.3.1063,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/3/1063/5408925/121-3-1063.pdf,2006/08/01,HIV Breakthroughs and Risky Sexual Behavior,https://academic.oup.com/qje/article/121/3/1063/1917864/HIV-Breakthroughs-and-Risky-Sexual-Behavior,2006,177
424,"<p>Restaurant prices in the euro area increased dramatically after the introduction of the euro. We show that this increase can be explained by a common menu cost model, extended to include a state-dependent decision of firms on when to adopt the new currency. Two mechanisms drive this result. First, firms concentrate otherwise staggered price increases around the changeover. Second, before the adoption of the euro, prices do not reflect the marginal cost increases expected to occur after the changeover. This “horizon effect” disappears as soon as the new currency is adopted, causing a jump in the optimal price.</p>","Hobijn, Bart Ravenna, Federico Tambalotti, Andrea",10.1162/qjec.121.3.1103,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/3/1103/5408947/121-3-1103.pdf,2006/08/01,Menu Costs at Work: Restaurant Prices and the Introduction of the Euro,https://academic.oup.com/qje/article/121/3/1103/1917869/Menu-Costs-at-Work-Restaurant-Prices-and-the,2006,178
425,"<p>Recent immigrants tend to locate in ethnic “enclaves” within metropolitan areas. The economic consequence of living in such enclaves is still an unresolved issue. We use data from an immigrant policy initiative in Sweden, when government authorities distributed refugee immigrants across locales in a way that we argue is exogenous. This policy initiative provides a unique natural experiment, which allows us to estimate the causal effect on labor market outcomes of living in enclaves. We find substantive evidence of sorting across locations. When sorting is taken into account, living in enclaves improves labor market outcomes for less skilled immigrants: the earnings gain associated with a standard deviation increase in ethnic concentration is 13 percent. Furthermore, the quality of the enclave seems to matter. Members of high-income ethnic groups gain more from living in an enclave than members of low-income ethnic groups.</p>","Edin, Per-Anders Fredriksson, Peter Åslund, Olof",10.1162/00335530360535225,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/1/329/5406960/118-1-329.pdf,2003/02/01,Ethnic Enclaves and the Economic Success of Immigrants—Evidence from a Natural Experiment,https://academic.oup.com/qje/article/118/1/329/1917042/Ethnic-Enclaves-and-the-Economic-Success-of,2003,179
426,"<p>We use data on life insurance contracts to study the properties of long-term contracts in a world where buyers cannot commit to a contract. The data are especially suited to test a theory of dynamic contracting since they include information on the entire profile of future premiums. All the patterns in the data fit the theoretical predictions of a model with symmetric learning and one-sided commitment à la Harris and Holmstom. The lack of commitment by consumers shapes contracts in the way predicted by the theory: all contracts involve front-loading (prepayment) of premiums. Front-loading generates a partial lock-in of consumers; more front-loading is associated with lower lapsation. Moreover, contracts that are more front-loaded have a lower present value of premiums over the period of coverage. This is consistent with the idea that front-loading enhances consumer commitment and that more front-loaded contracts retain better risk pools.</p>","Hendel, Igal Lizzeri, Alessandro",10.1162/00335530360535216,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/1/299/5406941/118-1-299.pdf,2003/02/01,The Role of Commitment in Dynamic Contracts: Evidence from Life Insurance,https://academic.oup.com/qje/article/118/1/299/1917037/The-Role-of-Commitment-in-Dynamic-Contracts,2003,180
427,"<p>In many countries, banks lend to firms controlled by the bank's owners. We examine the benefits of related lending using a newly assembled data set for Mexico. Related lending is prevalent (20 percent of commercial loans) and takes place on better terms than arm's-length lending (annual interest rates are 4 percentage points lower). Related loans are 33 percent more likely to default and, when they do, have lower recovery rates (30 percent less) than unrelated ones. The evidence for Mexico in the 1990s supports the view that in some important settings related lending is a manifestation of looting.</p>","La Porta, Rafael Lopez-de-Silanes, Florencio Zamarripa, Guillermo",10.1162/00335530360535199,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/1/231/5406924/118-1-231.pdf,2003/02/01,Related Lending,https://academic.oup.com/qje/article/118/1/231/1917028/Related-Lending,2003,181
428,"<p>Economists have long emphasized the importance of expectations in determining macroeconomic outcomes. Yet there has been almost no recent effort to model actual empirical expectations data; instead, macroeconomists usually simply assume that expectations are “rational.” This paper shows that while empirical household expectations are not rational in the usual sense, expectational dynamics are well captured by a model in which households' views derive from news reports of the views of professional forecasters, which in turn may be rational. The model's estimates imply that people only occasionally pay attention to news reports; this inattention generates “stickyness” in aggregate expectations, with important macroeconomic consequences.</p>","Carroll, Christopher D.",10.1162/00335530360535207,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/1/269/5406935/118-1-269.pdf,2003/02/01,Macroeconomic Expectations of Households and Professional Forecasters,https://academic.oup.com/qje/article/118/1/269/1917034/Macroeconomic-Expectations-of-Households-and,2003,182
430,"<p>This paper uses a unique data set on corruption containing quantitative information on bribe payments of Ugandan firms. The data have two striking features: not all firms report that they need to pay bribes, and there is considerable variation in reported graft across firms facing similar institutions/policies. We propose an explanation for these patterns, based on differences in control rights and bargaining strength across firms. Consistent with the control rights/bargaining hypotheses, we find that the incidence of corruption can be explained by the variation in policies/regulations across industries. How much must bribe-paying firms pay? Combining the quantitative data on corruption with detailed financial information from the surveyed firms, we show that firms' “ability to pay” and firms' “refusal power” can explain a large part of the variation in bribes across graft-reporting firms. These results suggest that public officials act as price (bribe) discriminators, and that prices of public services are partly determined in order to extract bribes.</p>","Svensson, Jakob",10.1162/00335530360535180,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/1/207/5406902/118-1-207.pdf,2003/02/01,Who Must Pay Bribes and How Much? Evidence from a Cross Section of Firms,https://academic.oup.com/qje/article/118/1/207/1917026/Who-Must-Pay-Bribes-and-How-Much-Evidence-from-a,2003,183
431,"<p>Shareholder rights vary across firms. Using the incidence of 24 governance rules, we construct a “Governance Index” to proxy for the level of shareholder rights at about 1500 large firms during the 1990s. An investment strategy that bought firms in the lowest decile of the index (strongest rights) and sold firms in the highest decile of the index (weakest rights) would have earned abnormal returns of 8.5 percent per year during the sample period. We find that firms with stronger shareholder rights had higher firm value, higher profits, higher sales growth, lower capital expenditures, and made fewer corporate acquisitions.</p>","Gompers, Paul Ishii, Joy Metrick, Andrew",10.1162/00335530360535162,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/1/107/5406871/118-1-107.pdf,2003/02/01,Corporate Governance and Equity Prices,https://academic.oup.com/qje/article/118/1/107/1917018/Corporate-Governance-and-Equity-Prices,2003,184
432,"<p>In six experiments we show that initial valuations of familiar products and simple hedonic experiences are strongly influenced by arbitrary “anchors” (sometimes derived from a person's social security number). Because subsequent valuations are also coherent with respect to salient differences in perceived quality or quantity of these products and experiences, the entire pattern of valuations can easily create an illusion of order, as if it is being generated by stable underlying preferences. The experiments show that this combination of <em>coherent arbitrariness</em> (1) cannot be interpreted as a rational response to information, (2) does not decrease as a result of experience with a good, (3) is not necessarily reduced by market forces, and (4) is not unique to cash prices. The results imply that demand curves estimated from market data need not reveal true consumer preferences, in any normatively significant sense of the term.</p>","Ariely, Dan Loewenstein, George Prelec, Drazen",10.1162/00335530360535153,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/1/73/5406980/118-1-73.pdf,2003/02/01,“Coherent Arbitrariness”: Stable Demand Curves Without Stable Preferences,https://academic.oup.com/qje/article/118/1/73/1917051/Coherent-Arbitrariness-Stable-Demand-Curves,2003,185
433,"<p>This study examines individual behavior in two well-functioning marketplaces to investigate whether market experience eliminates the endowment effect. Field evidence from both markets suggests that individual behavior converges to the neoclassical prediction as market experience increases. In an experimental test of whether these observations are due to treatment (market experience) or selection (e.g., static preferences), I find that market experience plays a significant role in eliminating the endowment effect. I also find that these results are robust to institutional change and extend beyond the two marketplaces studied. Overall, this study provides strong evidence that market experience eliminates an important market anomaly.</p>","List, John A.",10.1162/00335530360535144,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/1/41/5406962/118-1-41.pdf,2003/02/01,Does Market Experience Eliminate Market Anomalies?,https://academic.oup.com/qje/article/118/1/41/1917048/Does-Market-Experience-Eliminate-Market-Anomalies,2003,186
434,"<p>This paper presents new homogeneous series on top shares of income and wages from 1913 to 1998 in the United States using individual tax returns data. Top income and wages shares display a U-shaped pattern over the century. Our series suggest that the large shocks that capital owners experienced during the Great Depression and World War II have had a permanent effect on top capital incomes. We argue that steep progressive income and estate taxation may have prevented large fortunes from fully recovering from these shocks. Top wage shares were flat before World War II, dropped precipitously during the war, and did not start to recover before the late 1960s but are now higher than before World War II. As a result, the working rich have replaced the rentiers at the top of the income distribution.</p>","Piketty, Thomas Saez, Emmanuel",10.1162/00335530360535135,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/1/1/5406859/118-1-1.pdf,2003/02/01,"Income Inequality in the United States, 1913–1998",https://academic.oup.com/qje/article/118/1/1/1917000/Income-Inequality-in-the-United-States-1913-1998,2003,187
435,"<p>Educators worry that high-stakes testing will induce teachers and their students to focus only on the test and ignore other, untested aspects of knowledge. Some counter that although this may be true, knowing something is better than knowing nothing and many students would benefit even by learning the material that is to be tested. Using the metaphor of deterring drivers from speeding, it is shown that the optimal rules for high-stakes testing depend on the costs of learning and of monitoring. Incentives need to be concentrated for those whose costs of action are high. For high cost learners this implies announcing the exact requirements of the test. For more able students, a more amorphous standard produces superior results. This is analogous to announcing where the police are when the detection costs are high. Other applications are discussed.</p>","Lazear, Edward P.",10.1162/qjec.121.3.1029,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/3/1029/5408903/121-3-1029.pdf,2006/08/01,"Speeding, Terrorism, and Teaching to the Test",https://academic.oup.com/qje/article/121/3/1029/1917851/Speeding-Terrorism-and-Teaching-to-the-Test,2006,188
436,"<p>Between 1984 and 2001, the share of nonelderly adults receiving Social Security Disability Insurance income (DI) rose by 60 percent to 5.3 million beneficiaries. Rapid program growth despite improving aggregate health appears to be explained by reduced screening stringency, declining demand for less skilled workers, and an unforeseen increase in the earnings replacement rate. We estimate that the sum of these forces doubled the labor force exit propensity of displaced high school dropouts after 1984, lowering measured U. S. unemployment by one-half a percentage point. Steady state calculations augur a further 40 percent increase in the rate of DI receipt.</p>","Autor, David H. Duggan, Mark G.",10.1162/00335530360535171,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/118/1/157/5406896/118-1-157.pdf,2003/02/01,The Rise in the Disability Rolls and the Decline in Unemployment,https://academic.oup.com/qje/article/118/1/157/1917020/The-Rise-in-the-Disability-Rolls-and-the-Decline,2003,189
437,"<p>We use unique Swedish data with information on adopted children's biological and adoptive parents to estimate intergenerational mobility associations in earnings and education. We argue that the impact from biological parents captures broad prebirth factors, including genes and prenatal environment, and the impact from adoptive parents represents broad postbirth factors, such as childhood environment. We find that both pre- and postbirth factors contribute to intergenerational earnings and education transmissions, and that prebirth factors are more important for mother's education and less important for father's income. We also find some evidence for a positive interaction effect between postbirth environment and prebirth factors.</p>","Björklund, Anders Lindahl, Mikael Plug, Erik",10.1162/qjec.121.3.999,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/3/999/5409038/121-3-999.pdf,2006/08/01,The Origins of Intergenerational Associations: Lessons from Swedish Adoption Data,https://academic.oup.com/qje/article/121/3/999/1917900/The-Origins-of-Intergenerational-Associations,2006,190
438,"<p>This paper investigates how groups or coalitions of players can act in their collective interest in noncooperative normal form games even if equilibrium play is not assumed. The main idea is that each member of a coalition will confine play to a subset of their strategies if it is in their mutual interest to do so. An iterative procedure of restrictions is used to define a noncooperative solution concept, the set of coalitionally rationalizable strategies. The procedure is analogous to iterative deletion of never best response strategies, but operates on implicit agreements by different coalitions. The solution set is a nonempty subset of the rationalizable strategies.</p>","Ambrus, Attila",10.1162/qjec.121.3.903,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/3/903/5408998/121-3-903.pdf,2006/08/01,Coalitional Rationalizability,https://academic.oup.com/qje/article/121/3/903/1917884/Coalitional-Rationalizability,2006,191
439,"<p>I use variation across markets in the timing of television's introduction to identify its impact on voter turnout. The estimated effect is significantly negative, accounting for between a quarter and a half of the total decline in turnout since the 1950s. I argue that substitution away from other media with more political coverage provides a plausible mechanism linking television to voting. As evidence for this, I show that the entry of television in a market coincided with sharp drops in consumption of newspapers and radio, and in political knowledge as measured by election surveys. I also show that both the information and turnout effects were largest in off-year congressional elections, which receive extensive coverage in newspapers but little or no coverage on television.</p>","Gentzkow, Matthew",10.1162/qjec.121.3.931,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/3/931/5409004/121-3-931.pdf,2006/08/01,Television and Voter Turnout,https://academic.oup.com/qje/article/121/3/931/1917885/Television-and-Voter-Turnout,2006,192
440,"<p>This paper provides an explanation for the run-up of U. S. inflation in the 1960s and 1970s and the sharp disinflation in the early 1980s, which standard macroeconomic models have difficulties in addressing. I present a model in which rational policy-makers learn about the behavior of the economy in real time and set stabilization policy optimally, conditional on their current beliefs. The steady state associated with the self-confirming equilibrium of the model is characterized by low inflation. However, prolonged episodes of high inflation ending with rapid disinflations can occur when policy-makers underestimate <em>both</em> the natural rate of unemployment <em>and</em> the persistence of inflation in the Phillips curve. I estimate the model using likelihood methods. The estimation results show that the model accounts remarkably well for the evolution of policy-makers' beliefs, stabilization policy, and the postwar behavior of inflation and unemployment in the United States.</p>","Primiceri, Giorgio E.",10.1162/qjec.121.3.867,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/3/867/5408983/121-3-867.pdf,2006/08/01,Why Inflation Rose and Fell: Policy-Makers' Beliefs and U. S. Postwar Stabilization Policy,https://academic.oup.com/qje/article/121/3/867/1917880/Why-Inflation-Rose-and-Fell-Policy-Makers-Beliefs,2006,193
441,"<p>Both Black and White voter turnout increases 2–3 percentage points with each Black Democrat on the ballot. Given the groups' representations in the population, the White response is numerically greater. Whites of both parties are less likely to vote for their parties' candidate when s/he is Black. The turnout findings are not explained away by voter, election, or politician characteristics. However, the fact that there is no turnout response to Black Republicans suggests that a perception of Blacks' ideology may be a factor.</p>","Washington, Ebonya",10.1162/qjec.121.3.973,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/3/973/5409034/121-3-973.pdf,2006/08/01,How Black Candidates Affect Voter Turnout,https://academic.oup.com/qje/article/121/3/973/1917898/How-Black-Candidates-Affect-Voter-Turnout,2006,194
442,"<p>The potential for rare economic disasters explains a lot of asset-pricing puzzles. I calibrate disaster probabilities from the twentieth century global history, especially the sharp contractions associated with World War I, the Great Depression, and World War II. The puzzles that can be explained include the high equity premium, low risk-free rate, and volatile stock returns. Another mystery that may be resolved is why expected real interest rates were low in the United States during major wars, such as World War II. The model, an extension of work by Rietz, maintains the tractable framework of a representative agent, time-additive and isoelastic preferences, and complete markets. The results hold with i.i.d. shocks to productivity growth in a Lucas-tree type economy and also with the inclusion of capital formation.</p>","Barro, Robert J.",10.1162/qjec.121.3.823,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/3/823/5408972/121-3-823.pdf,2006/08/01,Rare Disasters and Asset Markets in the Twentieth Century,https://academic.oup.com/qje/article/121/3/823/1917876/Rare-Disasters-and-Asset-Markets-in-the-Twentieth,2006,195
443,"<p>Several theories suggest that pay raises below a reference point will reduce job performance. Final offer arbitration for police unions provides a unique opportunity to examine these theories, as the police officers either receive their requested wage or receive a lower one. In the months after New Jersey police officers lose in arbitration, arrest rates and average sentence length decline, and crime reports rise relative to when they win. These declines in performance are larger when the awarded wage is further from the police union's demand. The findings support the idea that considerations of fairness, disappointment, and, more generally, reference points affect workplace behavior.</p>","Mas, Alexandre",10.1162/qjec.121.3.783,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/3/783/5408957/121-3-783.pdf,2006/08/01,"Pay, Reference Points, and Police Performance",https://academic.oup.com/qje/article/121/3/783/1917873/Pay-Reference-Points-and-Police-Performance,2006,196
444,"<p>We study dating behavior using data from a Speed Dating experiment where we generate random matching of subjects and create random variation in the number of potential partners. Our design allows us to directly observe individual decisions rather than just final matches. Women put greater weight on the intelligence and the race of partner, while men respond more to physical attractiveness. Moreover, men do not value women's intelligence or ambition when it exceeds their own. Also, we find that women exhibit a preference for men who grew up in affluent neighborhoods. Finally, male selectivity is invariant to group size, while female selectivity is strongly increasing in group size.</p>","Fisman, Raymond Iyengar, Sheena S. Kamenica, Emir Simonson, Itamar",10.1162/qjec.2006.121.2.673,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/2/673/5324438/121-2-673.pdf,2006/05/01,Gender Differences in Mate Selection: Evidence From a Speed Dating Experiment,https://academic.oup.com/qje/article/121/2/673/1884033/Gender-Differences-in-Mate-Selection-Evidence-From,2006,197
445,"<p>We designed a commitment savings product for a Philippine bank and implemented it using a randomized control methodology. The savings product was intended for individuals who want to commit now to restrict access to their savings, and who were sophisticated enough to engage in such a mechanism. We conducted a baseline survey on 1777 existing or former clients of a bank. One month later, we offered the commitment product to a randomly chosen subset of 710 clients; 202 (28.4 percent) accepted the offer and opened the account. In the baseline survey, we asked hypothetical time discounting questions. Women who exhibited a lower discount rate for future relative to current trade-offs, and hence potentially have a preference for commitment, were indeed significantly more likely to open the commitment savings account. Mter twelve months, average savings balances increased by 81 percentage points for those clients assigned to the treatment group relative to those assigned to the control group. We conclude that the savings response represents a lasting change in savings, and not merely a short-term response to a new product.</p>","Ashraf, Nava Karlan, Dean Yin, Wesley",10.1162/qjec.2006.121.2.635,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/2/635/5324429/121-2-635.pdf,2006/05/01,Tying Odysseus to the Mast: Evidence From a Commitment Savings Product in the Philippines,https://academic.oup.com/qje/article/121/2/635/1884028/Tying-Odysseus-to-the-Mast-Evidence-From-a,2006,198
446,"<p>Since the seminal work of Krugman, product variety has played a central role in models of trade and growth. In spite ofthe general use oflove-of-variety models, there has been no systematic study of how the import of new varieties has contributed to national welfare gains in the United States. In this paper we show that the unmeasured growth in product variety from U. S. imports has been an important source of gains from trade over the last three decades (1972–2001). Using extremely disaggregated data, we show that the number of imported product varieties has increased by a factor of three. We also estimate the elasticities of substitution for each available category at the same level of aggregation, and describe their behavior across time and SITC industries. Using these estimates, we develop an exact aggregate price index and find that the upward bias in the conventional import price index over this time period was 28 percent or 1.2 percentage points per year. We estimate the value to U. S. consumers of the expanded import varieties between 1972 and 2001 to be 2.6 percent of GDP.</p>","Broda, Christian Weinstein, David E.",10.1162/qjec.2006.121.2.541,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/2/541/5324393/121-2-541.pdf,2006/05/01,Globalization and the Gains From Variety,https://academic.oup.com/qje/article/121/2/541/1884019/Globalization-and-the-Gains-From-Variety,2006,199
447,"<p>We study the extent to which U. S. urban development is sprawling and what determines differences in sprawl across space. Using remote-sensing data to track the evolution of land use on a grid of 8.7 billion 30 × 30 meter cells, we measure sprawl as the amount of undeveloped land surrounding an average urban dwelling. The extent of sprawl remained roughly unchanged between 1976 and 1992, although it varied dramatically across metropolitan areas. Ground water availability, temperate climate, rugged terrain, decentralized employment, early public transport infrastructure, uncertainty about metropolitan growth, and unincorporated land in the urban fringe all increase sprawl.</p>","Burchfield, Marcy Overman, Henry G. Puga, Diego Turner, Matthew A.",10.1162/qjec.2006.121.2.587,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/2/587/5324419/121-2-587.pdf,2006/05/01,Causes of Sprawl: A Portrait from Space,https://academic.oup.com/qje/article/121/2/587/1884022/Causes-of-Sprawl-A-Portrait-from-Space,2006,200
448,"<p>International surveys reveal wide differences between the views held in different countries concerning the causes of wealth or poverty and the extent to which people are responsible for their own fate. At the same time, social ethnographies and experiments by psychologists demonstrate individuals' recurrent struggle with cognitive dissonance as they seek to maintain, and pass on to their children, a view of the world where effort ultimately pays off and everyone gets their just desserts. This paper offers a model that helps explain i) why most people feel such a need to believe in a “just world”; ii) why this need, and therefore the prevalence of the belief, varies considerably across countries; iii) the implications of this phenomenon for international differences in political ideology, levels of redistribution, labor supply, aggregate income, and popular perceptions of the poor. More generally, the paper develops a theory of collective beliefs and motivated cognitions, including those concerning “money” (consumption) and happiness, as well as religion.</p>","Bénabou, Roland Tirole, Jean",10.1162/qjec.2006.121.2.699,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/2/699/5324446/121-2-699.pdf,2006/05/01,Belief in a Just World and Redistributive Politics,https://academic.oup.com/qje/article/121/2/699/1884036/Belief-in-a-Just-World-and-Redistributive-Politics,2006,201
449,"<p>Bayesian consumers infer that hidden add-on prices (e.g., the cost of ink for a printer) are likely to be high prices. If consumers are Bayesian, firms will not shroud information in equilibrium. However, shrouding may occur in an economy with some myopic (or unaware) consumers. Such shrouding creates an inefficiency, which firms may have an incentive to eliminate by educating their competitors' customers. However, if add-ons have close substitutes, a “curse of debiasing” arises, and firms will not be able to profitably debias consumers by unshrouding add-ons. In equilibrium, two kinds of exploitation coexist. Optimizing firms exploit myopic consumers through marketing schemes that shroud high-priced add-ons. In turn, sophisticated consumers exploit these marketing schemes. It is not possible to profitably drive away the business of sophisticates. It is also not possible to profitably lure either myopes or sophisticates to nonexploitative firms. We show that informational shrouding flourishes even in highly competitive markets, even in markets with costless advertising, and even when the shrouding generates allocational inefficiencies.</p>","Gabaix, Xavier Laibson, David",10.1162/qjec.2006.121.2.505,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/2/505/5324379/121-2-505.pdf,2006/05/01,"Shrouded Attributes, Consumer Myopia, and Information Suppression in Competitive Markets",https://academic.oup.com/qje/article/121/2/505/1884013/Shrouded-Attributes-Consumer-Myopia-and,2006,202
450,"<p>We present a theory of excess stock market volatility, in which market movements are due to trades by very large institutional investors in relatively illiquid markets. Such trades generate significant spikes in returns and volume, even in the absence of important news about fundamentals. We derive the optimal trading behavior of these investors, which allows us to provide a unified explanation for apparently disconnected empirical regularities in returns, trading volume and investor size.</p>","Gabaix, Xavier Gopikrishnan, Parameswaran Plerou, Vasiliki Stanley, H. Eugene",10.1162/qjec.2006.121.2.461,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/2/461/5324363/121-2-461.pdf,2006/05/01,Institutional Investors and Stock Market Volatility,https://academic.oup.com/qje/article/121/2/461/1884001/Institutional-Investors-and-Stock-Market,2006,203
451,"<p>The 1964 Securities Acts Amendments extended the mandatory disclosure requirements that had applied to listed firms since 1934 to large firms traded Over-the-Counter (OTC). We find several pieces of evidence indicating that investors valued these disclosure requirements, two of which are particularly striking. First, a firm-level event study reveals that the OTC firms most affected by the 1964 Amendments had abnormal excess returns of about 3.5 percent in the weeks immediately surrounding the announcement thai they had begun to comply with the new requirements. Second, we estimate that the most affected OTC firms had abnormal excess returns ranging between 11.5 and 22.1 percent in the period between when the legislation was initially proposed and when it went into force. These returns are adjusted for the standard four factors and are relative to NYSE/AMEX firms, matched on size and book-to-market equity, that were unaffected by the legislation. While we cannot determine how much of shareholders' gains were a transfer from insiders of these same companies, our results suggest that mandatory disclosure causes managers to focus more narrowly on maximizing shareholder value.</p>","Greenstone, Michael Oyer, Paul Vissing-Jorgensen, Annette",10.1162/qjec.2006.121.2.399,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/2/399/5324353/121-2-399.pdf,2006/05/01,"Mandated Disclosure, Stock Returns, and the 1964 Securities Acts Amendments",https://academic.oup.com/qje/article/121/2/399/1883998/Mandated-Disclosure-Stock-Returns-and-the-1964,2006,204
452,<p>We estimate the World Distribution of Income by integrating individual income distributions for 138 countries between 1970 and 2000. Country distributions are constructed by combining national accounts GDP per capita to anchor the mean with survey data to pin down the dispersion. Poverty rates and head counts are reported for four specific poverty lines. Rates in 2000 were between one-third and one-half of what they were in 1970 for all four lines. There were between 250 and 500 million fewer poor in 2000 than in 1970. We estimate eight indexes of income inequality implied by our world distribution of income. All of them show reductions in global inequality during the 1980s and 1990s.</p>,"Sala-i-Martin, Xavier",10.1162/qjec.2006.121.2.351,The Quarterly Journal of Economics,https://academic.oup.com/qje/article-pdf/121/2/351/5324343/121-2-351.pdf,2006/05/01,"The World Distribution of Income: Falling Poverty and … Convergence, Period",https://academic.oup.com/qje/article/121/2/351/1883992/The-World-Distribution-of-Income-Falling-Poverty,2006,205
